type,n,m,t,otps,cmps,iters
rnd,55,58,8,14,6,17
max,55,58,20,64,17,149
max,55,58,23,61,16,88
rnd,55,58,23,61,16,396
max,55,58,2,2,3,3
min,55,58,2,2,3,3
rnd,55,58,2,2,3,3
max,55,58,22,58,15,59
min,55,58,22,58,15,532
max,55,58,13,30,9,49
min,55,58,13,30,9,469
rnd,55,58,13,30,9,194
max,55,58,9,19,9,20
min,55,58,9,19,9,115
rnd,55,58,9,19,9,105
max,55,58,5,10,5,20
min,55,58,5,10,5,31
rnd,55,58,5,10,5,19
max,55,58,21,33,12,63
min,55,58,21,33,12,879
rnd,55,58,21,33,12,197
max,55,58,3,1,2,2
min,55,58,3,1,2,2
rnd,55,58,3,1,2,2
max,55,58,17,29,11,53
min,55,58,17,29,11,867
max,55,58,22,64,20,113
