type,n,m,t,otps,cmps,iters
max,120,305,67,13,4,14
min,120,305,67,13,4,15
rnd,120,305,67,13,4,15
max,120,305,103,1,2,2
min,120,305,103,1,2,2
rnd,120,305,103,1,2,2
max,120,305,32,1,2,2
min,120,305,32,1,2,2
rnd,120,305,32,1,2,2
max,120,305,86,11,4,12
min,120,305,86,11,4,25
rnd,120,305,86,11,4,16
max,120,305,124,31,6,44
max,120,305,145,25,6,37
rnd,120,305,145,25,6,53
max,120,305,115,1,2,2
min,120,305,115,1,2,2
rnd,120,305,115,1,2,2
max,120,305,106,14,4,15
min,120,305,106,14,4,20
rnd,120,305,106,14,4,16
max,120,305,131,14,4,17
min,120,305,131,14,4,20
rnd,120,305,131,14,4,33
max,120,305,101,6,4,7
min,120,305,101,6,4,7
rnd,120,305,101,6,4,9
max,120,305,53,2,2,3
min,120,305,53,2,2,3
rnd,120,305,53,2,2,3
max,120,305,54,1,2,2
min,120,305,54,1,2,2
rnd,120,305,54,1,2,2
max,120,305,150,18,6,48
max,120,305,78,1,2,2
min,120,305,78,1,2,2
rnd,120,305,78,1,2,2
max,120,305,139,3,2,5
min,120,305,139,3,2,6
rnd,120,305,139,3,2,6
max,120,305,122,3,3,4
min,120,305,122,3,3,4
rnd,120,305,122,3,3,4
max,120,305,64,2,2,3
min,120,305,64,2,2,3
rnd,120,305,64,2,2,3
max,120,305,60,5,2,6
min,120,305,60,5,2,6
rnd,120,305,60,5,2,6
max,120,305,105,2,2,4
min,120,305,105,2,2,4
rnd,120,305,105,2,2,4
max,120,305,145,15,4,19
min,120,305,145,15,4,32
rnd,120,305,145,15,4,23
max,120,305,125,6,4,7
min,120,305,125,6,4,7
rnd,120,305,125,6,4,7
max,120,305,129,14,3,16
min,120,305,129,14,3,36
rnd,120,305,129,14,3,24
max,120,305,144,14,3,15
min,120,305,144,14,3,16
rnd,120,305,144,14,3,15
max,120,305,125,3,2,4
min,120,305,125,3,2,4
rnd,120,305,125,3,2,4
max,120,305,17,1,2,2
min,120,305,17,1,2,2
rnd,120,305,17,1,2,2
max,120,305,145,6,2,7
min,120,305,145,6,2,8
rnd,120,305,145,6,2,8
max,120,305,31,1,2,2
min,120,305,31,1,2,2
rnd,120,305,31,1,2,2
max,120,305,49,3,2,4
min,120,305,49,3,2,4
rnd,120,305,49,3,2,4
max,120,305,99,10,4,11
min,120,305,99,10,4,11
rnd,120,305,99,10,4,11
max,120,305,53,4,3,5
min,120,305,53,4,3,5
rnd,120,305,53,4,3,5
max,120,305,117,5,2,6
min,120,305,117,5,2,12
rnd,120,305,117,5,2,9
max,120,305,101,7,3,8
min,120,305,101,7,3,13
rnd,120,305,101,7,3,12
max,120,305,58,3,2,4
min,120,305,58,3,2,8
rnd,120,305,58,3,2,4
max,120,305,31,2,2,3
min,120,305,31,2,2,3
rnd,120,305,31,2,2,3
max,120,305,63,2,2,3
min,120,305,63,2,2,3
rnd,120,305,63,2,2,3
max,120,305,145,2,3,3
min,120,305,145,2,3,3
rnd,120,305,145,2,3,3
max,120,305,136,26,5,58
max,120,305,30,1,2,2
min,120,305,30,1,2,2
rnd,120,305,30,1,2,2
max,120,305,53,5,2,7
min,120,305,53,5,2,14
rnd,120,305,53,5,2,13
max,120,305,55,1,2,2
min,120,305,55,1,2,2
rnd,120,305,55,1,2,2
max,120,305,98,9,3,10
min,120,305,98,9,3,10
rnd,120,305,98,9,3,10
max,120,305,30,2,3,3
min,120,305,30,2,3,3
rnd,120,305,30,2,3,3
max,120,305,67,5,4,6
min,120,305,67,5,4,7
rnd,120,305,67,5,4,6
max,120,305,138,4,2,5
min,120,305,138,4,2,5
rnd,120,305,138,4,2,5
max,120,305,64,3,2,5
min,120,305,64,3,2,6
rnd,120,305,64,3,2,6
max,120,305,139,13,4,14
min,120,305,139,13,4,22
rnd,120,305,139,13,4,19
max,120,305,147,20,6,46
max,120,305,140,1,2,2
min,120,305,140,1,2,2
rnd,120,305,140,1,2,2
max,120,305,149,5,3,6
min,120,305,149,5,3,6
rnd,120,305,149,5,3,6
max,120,305,133,14,5,16
min,120,305,133,14,5,20
rnd,120,305,133,14,5,19
max,120,305,141,9,3,10
min,120,305,141,9,3,17
rnd,120,305,141,9,3,11
max,120,305,99,18,5,30
min,120,305,99,18,5,65
rnd,120,305,99,18,5,37
max,120,305,78,2,2,3
min,120,305,78,2,2,3
rnd,120,305,78,2,2,3
max,120,305,141,22,5,27
min,120,305,141,22,5,43
rnd,120,305,141,22,5,62
max,120,305,111,11,3,12
min,120,305,111,11,3,12
rnd,120,305,111,11,3,12
max,120,305,113,10,4,16
min,120,305,113,10,4,60
rnd,120,305,113,10,4,32
max,120,305,138,9,3,15
rnd,120,305,138,9,3,22
max,120,305,31,2,2,3
min,120,305,31,2,2,3
rnd,120,305,31,2,2,3
max,120,305,50,1,2,2
min,120,305,50,1,2,2
rnd,120,305,50,1,2,2
max,120,305,148,6,3,10
min,120,305,148,6,3,14
rnd,120,305,148,6,3,14
max,120,305,96,1,2,2
min,120,305,96,1,2,2
rnd,120,305,96,1,2,2
max,120,305,77,4,2,5
min,120,305,77,4,2,5
rnd,120,305,77,4,2,5
max,120,305,125,17,5,18
min,120,305,125,17,5,31
rnd,120,305,125,17,5,49
max,120,305,126,13,3,28
rnd,120,305,126,13,3,85
max,120,305,16,1,2,2
min,120,305,16,1,2,2
rnd,120,305,16,1,2,2
max,120,305,101,10,4,11
min,120,305,101,10,4,15
rnd,120,305,101,10,4,12
max,120,305,118,1,2,2
min,120,305,118,1,2,2
rnd,120,305,118,1,2,2
max,120,305,131,27,5,44
rnd,120,305,131,27,5,50
max,120,305,92,10,4,17
min,120,305,92,10,4,16
rnd,120,305,92,10,4,27
max,120,305,53,2,3,3
min,120,305,53,2,3,3
rnd,120,305,53,2,3,3
max,120,305,51,2,2,3
min,120,305,51,2,2,4
rnd,120,305,51,2,2,4
max,120,305,64,4,3,5
min,120,305,64,4,3,5
rnd,120,305,64,4,3,5
max,120,305,90,2,2,3
min,120,305,90,2,2,3
rnd,120,305,90,2,2,3
max,120,305,58,6,3,7
min,120,305,58,6,3,7
rnd,120,305,58,6,3,7
max,120,305,83,11,3,16
min,120,305,83,11,3,59
rnd,120,305,83,11,3,39
max,120,305,19,0,2,1
min,120,305,19,0,2,1
rnd,120,305,19,0,2,1
max,120,305,94,4,2,5
min,120,305,94,4,2,5
rnd,120,305,94,4,2,5
max,120,305,141,5,2,7
min,120,305,141,5,2,9
rnd,120,305,141,5,2,7
max,120,305,6,1,2,2
min,120,305,6,1,2,2
rnd,120,305,6,1,2,2
max,120,305,149,6,4,8
min,120,305,149,6,4,14
rnd,120,305,149,6,4,15
max,120,305,113,25,6,27
min,120,305,113,25,6,94
rnd,120,305,113,25,6,48
max,120,305,87,7,3,10
min,120,305,87,7,3,12
rnd,120,305,87,7,3,9
max,120,305,72,3,2,4
min,120,305,72,3,2,4
rnd,120,305,72,3,2,4
max,120,305,72,5,2,6
min,120,305,72,5,2,7
rnd,120,305,72,5,2,6
max,120,305,128,11,5,12
min,120,305,128,11,5,15
rnd,120,305,128,11,5,13
max,120,305,124,9,3,10
min,120,305,124,9,3,10
rnd,120,305,124,9,3,10
max,120,305,120,5,3,6
min,120,305,120,5,3,7
rnd,120,305,120,5,3,6
max,120,305,141,3,2,4
min,120,305,141,3,2,4
rnd,120,305,141,3,2,4
max,120,305,43,2,3,3
min,120,305,43,2,3,3
rnd,120,305,43,2,3,3
max,120,305,79,3,2,4
min,120,305,79,3,2,4
rnd,120,305,79,3,2,4
max,120,305,59,4,2,5
min,120,305,59,4,2,6
rnd,120,305,59,4,2,6
max,120,305,74,2,2,3
min,120,305,74,2,2,3
rnd,120,305,74,2,2,3
max,120,305,110,6,3,7
min,120,305,110,6,3,7
rnd,120,305,110,6,3,7
max,120,305,115,3,2,4
min,120,305,115,3,2,4
rnd,120,305,115,3,2,4
max,120,305,128,17,6,18
min,120,305,128,17,6,27
rnd,120,305,128,17,6,24
max,120,305,87,2,2,3
min,120,305,87,2,2,3
rnd,120,305,87,2,2,3
max,120,305,25,2,2,3
min,120,305,25,2,2,3
rnd,120,305,25,2,2,3
max,120,305,122,23,5,43
rnd,120,305,122,23,5,173
max,120,305,95,1,2,2
min,120,305,95,1,2,2
rnd,120,305,95,1,2,2
max,120,305,67,3,2,4
min,120,305,67,3,2,4
rnd,120,305,67,3,2,4
max,120,305,77,5,3,6
min,120,305,77,5,3,6
rnd,120,305,77,5,3,6
max,120,305,148,19,7,30
rnd,120,305,148,19,7,78
max,120,305,51,5,3,6
min,120,305,51,5,3,6
rnd,120,305,51,5,3,6
max,120,305,142,28,6,76
max,120,305,74,5,3,10
min,120,305,74,5,3,17
rnd,120,305,74,5,3,13
max,120,305,100,4,2,5
min,120,305,100,4,2,8
rnd,120,305,100,4,2,5
max,120,305,93,6,2,12
min,120,305,93,6,2,18
rnd,120,305,93,6,2,17
max,120,305,35,1,2,2
min,120,305,35,1,2,2
rnd,120,305,35,1,2,2
max,120,305,84,4,2,5
min,120,305,84,4,2,5
rnd,120,305,84,4,2,5
max,120,305,89,1,2,2
min,120,305,89,1,2,2
rnd,120,305,89,1,2,2
max,120,305,116,10,3,11
min,120,305,116,10,3,12
rnd,120,305,116,10,3,11
max,120,305,126,1,2,2
min,120,305,126,1,2,2
rnd,120,305,126,1,2,2
max,120,305,54,3,2,4
min,120,305,54,3,2,4
rnd,120,305,54,3,2,4
max,120,305,62,1,2,2
min,120,305,62,1,2,2
rnd,120,305,62,1,2,2
max,120,305,140,17,5,18
min,120,305,140,17,5,43
rnd,120,305,140,17,5,25
max,120,305,61,5,3,6
min,120,305,61,5,3,6
rnd,120,305,61,5,3,6
max,120,305,99,10,5,11
min,120,305,99,10,5,11
rnd,120,305,99,10,5,11
max,120,305,95,4,2,5
min,120,305,95,4,2,5
rnd,120,305,95,4,2,5
max,120,305,143,17,3,37
max,120,305,69,6,2,10
min,120,305,69,6,2,30
rnd,120,305,69,6,2,17
max,120,305,50,3,2,4
min,120,305,50,3,2,7
rnd,120,305,50,3,2,5
max,120,305,129,13,4,15
min,120,305,129,13,4,32
rnd,120,305,129,13,4,41
max,120,305,47,9,3,10
min,120,305,47,9,3,18
rnd,120,305,47,9,3,11
max,120,305,92,3,3,4
min,120,305,92,3,3,4
rnd,120,305,92,3,3,4
max,120,305,47,1,2,2
min,120,305,47,1,2,2
rnd,120,305,47,1,2,2
max,120,305,100,1,2,2
min,120,305,100,1,2,2
rnd,120,305,100,1,2,2
max,120,305,40,1,2,2
min,120,305,40,1,2,2
rnd,120,305,40,1,2,2
max,120,305,98,4,3,5
min,120,305,98,4,3,5
rnd,120,305,98,4,3,5
max,120,305,105,6,4,10
min,120,305,105,6,4,9
rnd,120,305,105,6,4,11
max,120,305,64,3,2,4
min,120,305,64,3,2,4
rnd,120,305,64,3,2,4
max,120,305,135,6,3,8
min,120,305,135,6,3,14
rnd,120,305,135,6,3,14
max,120,305,121,11,4,27
min,120,305,121,11,4,43
rnd,120,305,121,11,4,20
max,120,305,146,5,2,6
min,120,305,146,5,2,6
rnd,120,305,146,5,2,6
max,120,305,70,8,4,12
min,120,305,70,8,4,12
rnd,120,305,70,8,4,13
max,120,305,137,18,3,20
rnd,120,305,137,18,3,34
max,120,305,75,4,2,5
min,120,305,75,4,2,8
rnd,120,305,75,4,2,7
max,120,305,127,9,3,10
min,120,305,127,9,3,19
rnd,120,305,127,9,3,11
max,120,305,66,3,2,4
min,120,305,66,3,2,4
rnd,120,305,66,3,2,4
max,120,305,108,4,3,5
min,120,305,108,4,3,5
rnd,120,305,108,4,3,5
max,120,305,63,3,2,4
min,120,305,63,3,2,4
rnd,120,305,63,3,2,4
max,120,305,92,5,2,6
min,120,305,92,5,2,8
rnd,120,305,92,5,2,6
max,120,305,42,4,3,5
min,120,305,42,4,3,5
rnd,120,305,42,4,3,5
max,120,305,124,4,3,5
min,120,305,124,4,3,5
rnd,120,305,124,4,3,5
max,120,305,90,9,4,10
min,120,305,90,9,4,10
rnd,120,305,90,9,4,16
max,120,305,103,4,2,5
min,120,305,103,4,2,5
rnd,120,305,103,4,2,5
max,120,305,52,2,2,3
min,120,305,52,2,2,3
rnd,120,305,52,2,2,3
max,120,305,143,22,2,38
rnd,120,305,143,22,2,42
max,120,305,126,22,4,41
max,120,305,44,1,2,2
min,120,305,44,1,2,2
rnd,120,305,44,1,2,2
max,120,305,118,20,5,28
min,120,305,118,20,5,66
rnd,120,305,118,20,5,45
max,120,305,126,18,4,54
max,120,305,76,2,3,3
min,120,305,76,2,3,3
rnd,120,305,76,2,3,3
max,120,305,43,1,2,2
min,120,305,43,1,2,2
rnd,120,305,43,1,2,2
max,120,305,84,3,2,4
min,120,305,84,3,2,6
rnd,120,305,84,3,2,4
max,120,305,120,12,4,20
min,120,305,120,12,4,69
rnd,120,305,120,12,4,28
max,120,305,100,5,3,7
min,120,305,100,5,3,17
rnd,120,305,100,5,3,9
max,120,305,149,6,4,7
min,120,305,149,6,4,7
rnd,120,305,149,6,4,7
max,120,305,60,3,2,4
min,120,305,60,3,2,4
rnd,120,305,60,3,2,4
max,120,305,49,2,2,3
min,120,305,49,2,2,4
rnd,120,305,49,2,2,3
max,120,305,71,4,3,5
min,120,305,71,4,3,5
rnd,120,305,71,4,3,5
max,120,305,119,4,2,5
min,120,305,119,4,2,8
rnd,120,305,119,4,2,7
max,120,305,50,1,2,2
min,120,305,50,1,2,2
rnd,120,305,50,1,2,2
max,120,305,69,1,2,2
min,120,305,69,1,2,2
rnd,120,305,69,1,2,2
max,120,305,150,7,2,8
min,120,305,150,7,2,10
rnd,120,305,150,7,2,8
max,120,305,85,3,2,4
min,120,305,85,3,2,4
rnd,120,305,85,3,2,4
max,120,305,35,1,2,2
min,120,305,35,1,2,2
rnd,120,305,35,1,2,2
max,120,305,105,8,4,9
min,120,305,105,8,4,9
rnd,120,305,105,8,4,9
max,120,305,95,8,3,9
min,120,305,95,8,3,18
rnd,120,305,95,8,3,31
max,120,305,149,7,3,8
min,120,305,149,7,3,8
rnd,120,305,149,7,3,8
max,120,305,111,11,3,12
min,120,305,111,11,3,15
rnd,120,305,111,11,3,15
max,120,305,146,35,8,116
max,120,305,141,36,6,62
rnd,120,305,141,36,6,109
max,120,305,96,5,3,8
min,120,305,96,5,3,11
rnd,120,305,96,5,3,7
max,120,305,124,8,3,9
min,120,305,124,8,3,24
rnd,120,305,124,8,3,15
max,120,305,112,1,2,2
min,120,305,112,1,2,2
rnd,120,305,112,1,2,2
max,120,305,107,8,3,11
min,120,305,107,8,3,19
rnd,120,305,107,8,3,26
max,120,305,105,10,4,12
min,120,305,105,10,4,15
rnd,120,305,105,10,4,15
max,120,305,122,5,3,6
min,120,305,122,5,3,6
rnd,120,305,122,5,3,6
max,120,305,125,6,3,8
min,120,305,125,6,3,14
rnd,120,305,125,6,3,10
max,120,305,61,1,2,2
min,120,305,61,1,2,2
rnd,120,305,61,1,2,2
max,120,305,87,2,2,3
min,120,305,87,2,2,3
rnd,120,305,87,2,2,3
max,120,305,130,16,5,17
min,120,305,130,16,5,25
rnd,120,305,130,16,5,18
max,120,305,49,3,2,4
min,120,305,49,3,2,4
rnd,120,305,49,3,2,4
max,120,305,149,28,8,34
max,120,305,150,2,2,3
min,120,305,150,2,2,3
rnd,120,305,150,2,2,3
max,120,305,122,15,4,23
min,120,305,122,15,4,28
rnd,120,305,122,15,4,23
max,120,305,126,12,4,14
min,120,305,126,12,4,21
rnd,120,305,126,12,4,21
max,120,305,97,15,4,16
min,120,305,97,15,4,21
rnd,120,305,97,15,4,21
max,120,305,119,3,3,4
min,120,305,119,3,3,4
rnd,120,305,119,3,3,4
max,120,305,77,4,2,6
min,120,305,77,4,2,10
rnd,120,305,77,4,2,7
max,120,305,116,5,2,12
min,120,305,116,5,2,11
rnd,120,305,116,5,2,11
max,120,305,67,6,3,7
min,120,305,67,6,3,7
rnd,120,305,67,6,3,7
max,120,305,146,12,4,13
min,120,305,146,12,4,29
rnd,120,305,146,12,4,17
max,120,305,123,13,4,20
min,120,305,123,13,4,82
rnd,120,305,123,13,4,36
max,120,305,106,8,3,9
min,120,305,106,8,3,16
rnd,120,305,106,8,3,12
max,120,305,135,11,4,14
min,120,305,135,11,4,31
rnd,120,305,135,11,4,18
max,120,305,143,19,6,25
min,120,305,143,19,6,68
rnd,120,305,143,19,6,52
max,120,305,93,5,2,7
min,120,305,93,5,2,14
rnd,120,305,93,5,2,11
max,120,305,144,16,5,33
rnd,120,305,144,16,5,26
max,120,305,137,18,3,20
min,120,305,137,18,3,59
rnd,120,305,137,18,3,79
max,120,305,83,6,4,7
min,120,305,83,6,4,7
rnd,120,305,83,6,4,7
max,120,305,96,13,4,23
min,120,305,96,13,4,86
rnd,120,305,96,13,4,33
max,120,305,79,7,3,8
min,120,305,79,7,3,8
rnd,120,305,79,7,3,8
max,120,305,132,26,5,27
min,120,305,132,26,5,38
rnd,120,305,132,26,5,39
max,120,305,84,7,3,8
min,120,305,84,7,3,14
rnd,120,305,84,7,3,11
max,120,305,103,7,3,13
min,120,305,103,7,3,29
rnd,120,305,103,7,3,17
max,120,305,73,5,4,6
min,120,305,73,5,4,6
rnd,120,305,73,5,4,9
max,120,305,128,17,4,29
max,120,305,74,4,3,5
min,120,305,74,4,3,5
rnd,120,305,74,4,3,5
max,120,305,111,10,4,11
min,120,305,111,10,4,28
rnd,120,305,111,10,4,17
max,120,305,131,17,5,18
min,120,305,131,17,5,23
rnd,120,305,131,17,5,21
max,120,305,20,1,2,2
min,120,305,20,1,2,2
rnd,120,305,20,1,2,2
max,120,305,128,19,6,21
min,120,305,128,19,6,60
rnd,120,305,128,19,6,31
max,120,305,117,10,4,11
min,120,305,117,10,4,19
rnd,120,305,117,10,4,12
max,120,305,98,6,2,7
min,120,305,98,6,2,16
rnd,120,305,98,6,2,11
max,120,305,94,12,3,16
min,120,305,94,12,3,31
rnd,120,305,94,12,3,16
max,120,305,68,2,2,3
min,120,305,68,2,2,3
rnd,120,305,68,2,2,3
max,120,305,125,13,4,17
min,120,305,125,13,4,74
rnd,120,305,125,13,4,19
max,120,305,108,4,2,5
min,120,305,108,4,2,6
rnd,120,305,108,4,2,6
max,120,305,18,1,2,2
min,120,305,18,1,2,2
rnd,120,305,18,1,2,2
max,120,305,57,3,3,4
min,120,305,57,3,3,4
rnd,120,305,57,3,3,4
max,120,305,64,4,2,5
min,120,305,64,4,2,5
rnd,120,305,64,4,2,5
max,120,305,88,4,3,5
min,120,305,88,4,3,5
rnd,120,305,88,4,3,5
max,120,305,56,2,2,3
min,120,305,56,2,2,3
rnd,120,305,56,2,2,3
max,120,305,45,1,2,2
min,120,305,45,1,2,2
rnd,120,305,45,1,2,2
max,120,305,118,10,4,11
min,120,305,118,10,4,20
rnd,120,305,118,10,4,15
max,120,305,83,9,3,11
min,120,305,83,9,3,16
rnd,120,305,83,9,3,13
max,120,305,14,1,2,2
min,120,305,14,1,2,2
rnd,120,305,14,1,2,2
max,120,305,115,11,3,13
min,120,305,115,11,3,29
rnd,120,305,115,11,3,19
max,120,305,85,5,2,6
min,120,305,85,5,2,6
rnd,120,305,85,5,2,6
max,120,305,101,2,2,3
min,120,305,101,2,2,3
rnd,120,305,101,2,2,3
max,120,305,121,4,2,9
min,120,305,121,4,2,15
rnd,120,305,121,4,2,12
max,120,305,130,9,3,10
min,120,305,130,9,3,13
rnd,120,305,130,9,3,12
max,120,305,124,16,6,20
min,120,305,124,16,6,39
rnd,120,305,124,16,6,23
max,120,305,145,3,3,4
min,120,305,145,3,3,4
rnd,120,305,145,3,3,4
max,120,305,88,1,2,2
min,120,305,88,1,2,2
rnd,120,305,88,1,2,2
max,120,305,56,4,3,5
min,120,305,56,4,3,5
rnd,120,305,56,4,3,5
max,120,305,24,3,3,4
min,120,305,24,3,3,4
rnd,120,305,24,3,3,4
max,120,305,146,24,7,51
min,120,305,146,24,7,132
rnd,120,305,146,24,7,81
max,120,305,132,12,3,24
min,120,305,132,12,3,53
rnd,120,305,132,12,3,34
max,120,305,71,3,3,4
min,120,305,71,3,3,4
rnd,120,305,71,3,3,4
max,120,305,114,15,4,16
min,120,305,114,15,4,18
rnd,120,305,114,15,4,16
max,120,305,64,1,2,2
min,120,305,64,1,2,2
rnd,120,305,64,1,2,2
max,120,305,123,9,3,10
min,120,305,123,9,3,11
rnd,120,305,123,9,3,10
max,120,305,109,8,2,9
min,120,305,109,8,2,9
rnd,120,305,109,8,2,9
max,120,305,116,12,3,13
min,120,305,116,12,3,26
rnd,120,305,116,12,3,23
max,120,305,82,1,2,2
min,120,305,82,1,2,2
rnd,120,305,82,1,2,2
max,120,305,115,9,4,10
min,120,305,115,9,4,17
rnd,120,305,115,9,4,12
max,120,305,114,5,2,6
min,120,305,114,5,2,14
rnd,120,305,114,5,2,7
max,120,305,98,3,3,4
min,120,305,98,3,3,4
rnd,120,305,98,3,3,4
max,120,305,56,0,2,1
min,120,305,56,0,2,1
rnd,120,305,56,0,2,1
max,120,305,106,6,5,7
min,120,305,106,6,5,10
rnd,120,305,106,6,5,7
max,120,305,139,35,7,48
max,120,305,114,12,3,13
min,120,305,114,12,3,16
rnd,120,305,114,12,3,20
max,120,305,149,21,6,24
min,120,305,149,21,6,43
rnd,120,305,149,21,6,48
max,120,305,15,1,2,2
min,120,305,15,1,2,2
rnd,120,305,15,1,2,2
max,120,305,135,25,7,44
min,120,305,135,25,7,126
max,120,305,49,2,3,3
min,120,305,49,2,3,3
rnd,120,305,49,2,3,3
max,120,305,135,8,3,9
min,120,305,135,8,3,14
rnd,120,305,135,8,3,12
max,120,305,75,2,2,3
min,120,305,75,2,2,3
rnd,120,305,75,2,2,3
max,120,305,112,13,4,30
max,120,305,72,1,2,2
min,120,305,72,1,2,2
rnd,120,305,72,1,2,2
max,120,305,33,3,2,4
min,120,305,33,3,2,4
rnd,120,305,33,3,2,4
max,120,305,35,1,2,2
min,120,305,35,1,2,2
rnd,120,305,35,1,2,2
max,120,305,47,2,2,3
min,120,305,47,2,2,3
rnd,120,305,47,2,2,3
max,120,305,121,1,3,2
min,120,305,121,1,3,2
rnd,120,305,121,1,3,2
max,120,305,19,3,3,4
min,120,305,19,3,3,4
rnd,120,305,19,3,3,4
max,120,305,143,3,2,4
min,120,305,143,3,2,4
rnd,120,305,143,3,2,4
max,120,305,54,3,3,4
min,120,305,54,3,3,5
rnd,120,305,54,3,3,5
max,120,305,25,3,2,4
min,120,305,25,3,2,4
rnd,120,305,25,3,2,4
max,120,305,141,15,3,38
rnd,120,305,141,15,3,55
max,120,305,59,2,2,3
min,120,305,59,2,2,4
rnd,120,305,59,2,2,3
max,120,305,78,1,2,2
min,120,305,78,1,2,2
rnd,120,305,78,1,2,2
max,120,305,120,2,3,3
min,120,305,120,2,3,3
rnd,120,305,120,2,3,3
max,120,305,94,3,2,5
min,120,305,94,3,2,7
rnd,120,305,94,3,2,6
max,120,305,77,10,4,11
min,120,305,77,10,4,24
rnd,120,305,77,10,4,11
max,120,305,139,15,4,28
rnd,120,305,139,15,4,59
max,120,305,114,27,6,48
max,120,305,105,8,3,12
min,120,305,105,8,3,58
rnd,120,305,105,8,3,21
max,120,305,109,18,4,37
rnd,120,305,109,18,4,58
max,120,305,111,3,2,4
min,120,305,111,3,2,4
rnd,120,305,111,3,2,4
max,120,305,49,1,2,2
min,120,305,49,1,2,2
rnd,120,305,49,1,2,2
max,120,305,94,5,2,6
min,120,305,94,5,2,9
rnd,120,305,94,5,2,6
max,120,305,148,19,6,27
min,120,305,148,19,6,33
rnd,120,305,148,19,6,61
max,120,305,70,6,2,7
min,120,305,70,6,2,22
rnd,120,305,70,6,2,12
max,120,305,64,1,2,2
min,120,305,64,1,2,2
rnd,120,305,64,1,2,2
max,120,305,96,9,3,11
min,120,305,96,9,3,25
rnd,120,305,96,9,3,15
max,120,305,82,3,2,4
min,120,305,82,3,2,4
rnd,120,305,82,3,2,4
max,120,305,75,20,4,42
min,120,305,75,20,4,64
rnd,120,305,75,20,4,70
max,120,305,92,13,4,29
min,120,305,92,13,4,193
rnd,120,305,92,13,4,36
max,120,305,55,2,2,3
min,120,305,55,2,2,3
rnd,120,305,55,2,2,3
max,120,305,150,6,4,7
min,120,305,150,6,4,10
rnd,120,305,150,6,4,12
max,120,305,147,11,3,15
min,120,305,147,11,3,22
rnd,120,305,147,11,3,19
max,120,305,77,1,2,2
min,120,305,77,1,2,2
rnd,120,305,77,1,2,2
max,120,305,124,4,2,8
min,120,305,124,4,2,14
rnd,120,305,124,4,2,8
max,120,305,131,10,5,11
min,120,305,131,10,5,21
rnd,120,305,131,10,5,12
max,120,305,95,1,3,2
min,120,305,95,1,3,2
rnd,120,305,95,1,3,2
max,120,305,114,6,2,7
min,120,305,114,6,2,7
rnd,120,305,114,6,2,7
max,120,305,137,25,6,54
rnd,120,305,137,25,6,155
max,120,305,60,3,2,4
min,120,305,60,3,2,4
rnd,120,305,60,3,2,4
max,120,305,105,3,2,4
min,120,305,105,3,2,4
rnd,120,305,105,3,2,4
max,120,305,125,10,3,11
min,120,305,125,10,3,18
rnd,120,305,125,10,3,14
max,120,305,80,6,3,7
min,120,305,80,6,3,19
rnd,120,305,80,6,3,7
max,120,305,44,1,2,2
min,120,305,44,1,2,2
rnd,120,305,44,1,2,2
max,120,305,89,4,3,5
min,120,305,89,4,3,5
rnd,120,305,89,4,3,5
max,120,305,64,1,2,2
min,120,305,64,1,2,2
rnd,120,305,64,1,2,2
max,120,305,72,3,2,4
min,120,305,72,3,2,6
rnd,120,305,72,3,2,4
max,120,305,128,5,2,6
min,120,305,128,5,2,13
rnd,120,305,128,5,2,8
max,120,305,71,6,3,7
min,120,305,71,6,3,10
rnd,120,305,71,6,3,9
max,120,305,129,3,2,7
min,120,305,129,3,2,8
rnd,120,305,129,3,2,7
max,120,305,115,24,4,69
max,120,305,113,9,4,10
min,120,305,113,9,4,10
rnd,120,305,113,9,4,10
max,120,305,137,21,6,22
min,120,305,137,21,6,39
rnd,120,305,137,21,6,33
max,120,305,133,24,5,25
rnd,120,305,133,24,5,49
max,120,305,129,15,4,16
min,120,305,129,15,4,35
rnd,120,305,129,15,4,28
max,120,305,137,22,4,24
min,120,305,137,22,4,71
rnd,120,305,137,22,4,49
max,120,305,132,18,5,28
min,120,305,132,18,5,31
rnd,120,305,132,18,5,37
max,120,305,123,19,6,46
rnd,120,305,123,19,6,84
max,120,305,16,1,2,2
min,120,305,16,1,2,2
rnd,120,305,16,1,2,2
max,120,305,50,3,2,4
min,120,305,50,3,2,4
rnd,120,305,50,3,2,4
max,120,305,77,3,2,5
min,120,305,77,3,2,7
rnd,120,305,77,3,2,5
max,120,305,62,7,2,8
min,120,305,62,7,2,15
rnd,120,305,62,7,2,10
max,120,305,109,7,2,8
min,120,305,109,7,2,10
rnd,120,305,109,7,2,9
max,120,305,78,3,2,4
min,120,305,78,3,2,4
rnd,120,305,78,3,2,4
max,120,305,46,3,2,4
min,120,305,46,3,2,4
rnd,120,305,46,3,2,4
max,120,305,120,13,4,14
min,120,305,120,13,4,19
rnd,120,305,120,13,4,15
max,120,305,105,10,4,11
min,120,305,105,10,4,11
rnd,120,305,105,10,4,11
max,120,305,114,18,5,43
min,120,305,114,18,5,208
rnd,120,305,114,18,5,43
max,120,305,124,7,2,9
min,120,305,124,7,2,15
rnd,120,305,124,7,2,11
max,120,305,122,12,3,15
min,120,305,122,12,3,32
rnd,120,305,122,12,3,20
max,120,305,95,7,3,9
min,120,305,95,7,3,17
rnd,120,305,95,7,3,17
max,120,305,148,21,6,23
min,120,305,148,21,6,57
rnd,120,305,148,21,6,37
max,120,305,113,12,4,23
min,120,305,113,12,4,40
rnd,120,305,113,12,4,34
max,120,305,139,18,5,82
