type,n,m,t,otps,cmps,iters
rnd,120,305,139,18,5,46
max,120,305,122,7,2,11
min,120,305,122,7,2,22
rnd,120,305,122,7,2,14
max,120,305,135,19,4,36
min,120,305,135,19,4,85
rnd,120,305,135,19,4,67
max,120,305,60,4,2,5
min,120,305,60,4,2,8
rnd,120,305,60,4,2,6
max,120,305,18,1,2,2
min,120,305,18,1,2,2
rnd,120,305,18,1,2,2
max,120,305,136,23,4,67
rnd,120,305,136,23,4,94
max,120,305,108,6,3,7
min,120,305,108,6,3,7
rnd,120,305,108,6,3,7
max,120,305,121,5,2,6
min,120,305,121,5,2,6
rnd,120,305,121,5,2,6
max,120,305,136,11,4,12
min,120,305,136,11,4,30
rnd,120,305,136,11,4,25
max,120,305,75,1,2,2
min,120,305,75,1,2,2
rnd,120,305,75,1,2,2
max,120,305,104,2,2,3
min,120,305,104,2,2,3
rnd,120,305,104,2,2,3
max,120,305,92,3,2,4
min,120,305,92,3,2,7
rnd,120,305,92,3,2,7
max,120,305,94,2,2,3
min,120,305,94,2,2,3
rnd,120,305,94,2,2,3
max,120,305,125,4,2,5
min,120,305,125,4,2,5
rnd,120,305,125,4,2,5
max,120,305,67,6,3,7
min,120,305,67,6,3,7
rnd,120,305,67,6,3,7
max,120,305,100,7,3,13
min,120,305,100,7,3,16
rnd,120,305,100,7,3,13
max,120,305,131,12,3,31
min,120,305,131,12,3,152
rnd,120,305,131,12,3,44
max,120,305,105,3,2,4
min,120,305,105,3,2,4
rnd,120,305,105,3,2,4
max,120,305,76,1,2,2
min,120,305,76,1,2,2
rnd,120,305,76,1,2,2
max,120,305,94,14,5,21
min,120,305,94,14,5,59
rnd,120,305,94,14,5,36
max,120,305,81,5,2,6
min,120,305,81,5,2,11
rnd,120,305,81,5,2,8
max,120,305,142,11,4,12
min,120,305,142,11,4,29
rnd,120,305,142,11,4,24
max,120,305,121,11,4,12
min,120,305,121,11,4,15
rnd,120,305,121,11,4,13
max,120,305,116,26,8,93
rnd,120,305,116,26,8,86
max,120,305,64,3,3,4
min,120,305,64,3,3,4
rnd,120,305,64,3,3,4
max,120,305,91,1,2,2
min,120,305,91,1,2,2
rnd,120,305,91,1,2,2
max,120,305,128,14,5,25
min,120,305,128,14,5,35
rnd,120,305,128,14,5,28
max,120,305,101,2,2,3
min,120,305,101,2,2,3
rnd,120,305,101,2,2,3
max,120,305,29,1,2,2
min,120,305,29,1,2,2
rnd,120,305,29,1,2,2
max,120,305,19,1,2,2
min,120,305,19,1,2,2
rnd,120,305,19,1,2,2
max,120,305,112,3,2,4
min,120,305,112,3,2,7
rnd,120,305,112,3,2,7
max,120,305,63,4,3,5
min,120,305,63,4,3,6
rnd,120,305,63,4,3,5
max,120,305,40,2,2,3
min,120,305,40,2,2,4
rnd,120,305,40,2,2,4
max,120,305,110,6,3,10
min,120,305,110,6,3,14
rnd,120,305,110,6,3,11
max,120,305,128,13,4,21
min,120,305,128,13,4,58
rnd,120,305,128,13,4,55
max,120,305,67,6,3,8
min,120,305,67,6,3,9
rnd,120,305,67,6,3,9
max,120,305,3,1,2,2
min,120,305,3,1,2,2
rnd,120,305,3,1,2,2
max,120,305,102,3,2,4
min,120,305,102,3,2,4
rnd,120,305,102,3,2,4
max,120,305,119,3,3,5
min,120,305,119,3,3,7
rnd,120,305,119,3,3,6
max,120,305,95,1,2,2
min,120,305,95,1,2,2
rnd,120,305,95,1,2,2
max,120,305,24,3,2,5
min,120,305,24,3,2,8
rnd,120,305,24,3,2,5
max,120,305,31,5,3,6
min,120,305,31,5,3,6
rnd,120,305,31,5,3,6
max,120,305,147,4,2,7
min,120,305,147,4,2,9
rnd,120,305,147,4,2,9
max,120,305,114,25,5,100
rnd,120,305,114,25,5,171
max,120,305,89,4,2,5
min,120,305,89,4,2,5
rnd,120,305,89,4,2,5
max,120,305,138,20,4,46
max,120,305,121,1,2,2
min,120,305,121,1,2,2
rnd,120,305,121,1,2,2
max,120,305,131,18,3,32
min,120,305,131,18,3,40
rnd,120,305,131,18,3,50
max,120,305,105,6,3,11
min,120,305,105,6,3,27
rnd,120,305,105,6,3,12
max,120,305,117,25,5,37
min,120,305,117,25,5,100
rnd,120,305,117,25,5,114
max,120,305,70,5,3,6
min,120,305,70,5,3,6
rnd,120,305,70,5,3,6
max,120,305,140,16,5,22
rnd,120,305,140,16,5,52
max,120,305,77,7,3,8
min,120,305,77,7,3,10
rnd,120,305,77,7,3,9
max,120,305,79,2,2,3
min,120,305,79,2,2,3
rnd,120,305,79,2,2,3
max,120,305,76,1,2,2
min,120,305,76,1,2,2
rnd,120,305,76,1,2,2
max,120,305,95,4,2,7
min,120,305,95,4,2,11
rnd,120,305,95,4,2,7
max,120,305,66,1,2,2
min,120,305,66,1,2,2
rnd,120,305,66,1,2,2
max,120,305,55,2,2,3
min,120,305,55,2,2,3
rnd,120,305,55,2,2,3
max,120,305,32,1,2,2
min,120,305,32,1,2,2
rnd,120,305,32,1,2,2
max,120,305,125,13,4,16
min,120,305,125,13,4,20
rnd,120,305,125,13,4,35
max,120,305,132,19,4,94
rnd,120,305,132,19,4,122
max,120,305,74,3,2,4
min,120,305,74,3,2,4
rnd,120,305,74,3,2,4
max,120,305,72,1,2,2
min,120,305,72,1,2,2
rnd,120,305,72,1,2,2
max,120,305,6,2,2,3
min,120,305,6,2,2,3
rnd,120,305,6,2,2,3
max,120,305,69,5,2,6
min,120,305,69,5,2,9
rnd,120,305,69,5,2,6
max,120,305,65,8,2,9
min,120,305,65,8,2,9
rnd,120,305,65,8,2,9
max,120,305,78,11,4,31
min,120,305,78,11,4,49
rnd,120,305,78,11,4,32
max,120,305,132,19,4,23
min,120,305,132,19,4,89
rnd,120,305,132,19,4,42
max,120,305,118,3,2,4
min,120,305,118,3,2,4
rnd,120,305,118,3,2,4
max,120,305,44,3,3,4
min,120,305,44,3,3,4
rnd,120,305,44,3,3,4
max,120,305,103,2,2,3
min,120,305,103,2,2,3
rnd,120,305,103,2,2,3
max,120,305,61,1,2,2
min,120,305,61,1,2,2
rnd,120,305,61,1,2,2
max,120,305,35,4,2,5
min,120,305,35,4,2,5
rnd,120,305,35,4,2,5
max,120,305,113,4,2,5
min,120,305,113,4,2,5
rnd,120,305,113,4,2,5
max,120,305,89,3,3,4
min,120,305,89,3,3,4
rnd,120,305,89,3,3,4
max,120,305,87,3,2,4
min,120,305,87,3,2,4
rnd,120,305,87,3,2,4
max,120,305,138,17,4,20
min,120,305,138,17,4,40
rnd,120,305,138,17,4,56
max,120,305,137,7,4,8
min,120,305,137,7,4,31
rnd,120,305,137,7,4,17
max,120,305,130,8,3,11
min,120,305,130,8,3,30
rnd,120,305,130,8,3,14
max,120,305,103,7,2,12
min,120,305,103,7,2,16
rnd,120,305,103,7,2,17
max,120,305,55,3,2,4
min,120,305,55,3,2,4
rnd,120,305,55,3,2,4
max,120,305,124,4,2,6
min,120,305,124,4,2,9
rnd,120,305,124,4,2,7
max,120,305,91,16,3,56
rnd,120,305,91,16,3,82
max,120,305,106,4,2,6
min,120,305,106,4,2,9
rnd,120,305,106,4,2,9
max,120,305,97,4,2,9
min,120,305,97,4,2,10
rnd,120,305,97,4,2,9
max,120,305,99,1,2,2
min,120,305,99,1,2,2
rnd,120,305,99,1,2,2
max,120,305,72,3,2,4
min,120,305,72,3,2,4
rnd,120,305,72,3,2,4
max,120,305,35,2,2,3
min,120,305,35,2,2,3
rnd,120,305,35,2,2,3
max,120,305,35,1,2,2
min,120,305,35,1,2,2
rnd,120,305,35,1,2,2
max,120,305,145,23,5,34
min,120,305,145,23,5,56
rnd,120,305,145,23,5,43
max,120,305,148,2,2,3
min,120,305,148,2,2,3
rnd,120,305,148,2,2,3
max,120,305,63,1,2,2
min,120,305,63,1,2,2
rnd,120,305,63,1,2,2
max,120,305,85,11,5,24
min,120,305,85,11,5,126
rnd,120,305,85,11,5,88
max,120,305,50,1,2,2
min,120,305,50,1,2,2
rnd,120,305,50,1,2,2
max,120,305,38,2,2,3
min,120,305,38,2,2,3
rnd,120,305,38,2,2,3
max,120,305,134,8,4,9
min,120,305,134,8,4,10
rnd,120,305,134,8,4,13
max,120,305,129,5,3,7
min,120,305,129,5,3,16
rnd,120,305,129,5,3,8
max,120,305,47,2,2,3
min,120,305,47,2,2,3
rnd,120,305,47,2,2,3
max,120,305,102,3,2,4
min,120,305,102,3,2,4
rnd,120,305,102,3,2,4
max,120,305,142,23,5,27
max,120,305,33,3,2,4
min,120,305,33,3,2,4
rnd,120,305,33,3,2,4
max,120,305,102,8,3,9
min,120,305,102,8,3,11
rnd,120,305,102,8,3,13
max,120,305,110,12,5,28
min,120,305,110,12,5,51
rnd,120,305,110,12,5,51
max,120,305,140,16,4,66
max,120,305,126,13,3,18
min,120,305,126,13,3,148
rnd,120,305,126,13,3,42
max,120,305,102,1,2,2
min,120,305,102,1,2,2
rnd,120,305,102,1,2,2
max,120,305,115,20,5,40
min,120,305,115,20,5,98
rnd,120,305,115,20,5,62
max,120,305,78,4,2,5
min,120,305,78,4,2,10
rnd,120,305,78,4,2,8
max,120,305,46,1,2,2
min,120,305,46,1,2,2
rnd,120,305,46,1,2,2
max,120,305,61,2,2,3
min,120,305,61,2,2,3
rnd,120,305,61,2,2,3
max,120,305,89,5,2,7
min,120,305,89,5,2,18
rnd,120,305,89,5,2,12
max,120,305,71,2,2,3
min,120,305,71,2,2,3
rnd,120,305,71,2,2,3
max,120,305,111,3,3,4
min,120,305,111,3,3,6
rnd,120,305,111,3,3,6
max,120,305,25,2,2,3
min,120,305,25,2,2,3
rnd,120,305,25,2,2,3
max,120,305,60,3,3,4
min,120,305,60,3,3,4
rnd,120,305,60,3,3,4
max,120,305,142,13,3,14
min,120,305,142,13,3,16
rnd,120,305,142,13,3,16
max,120,305,135,18,3,22
rnd,120,305,135,18,3,66
max,120,305,123,8,3,9
min,120,305,123,8,3,9
rnd,120,305,123,8,3,9
max,120,305,106,8,3,17
min,120,305,106,8,3,34
rnd,120,305,106,8,3,21
max,120,305,80,4,2,5
min,120,305,80,4,2,5
rnd,120,305,80,4,2,5
max,120,305,99,1,2,2
min,120,305,99,1,2,2
rnd,120,305,99,1,2,2
max,120,305,124,22,5,27
max,120,305,37,5,3,6
min,120,305,37,5,3,6
rnd,120,305,37,5,3,6
max,120,305,24,1,2,2
min,120,305,24,1,2,2
rnd,120,305,24,1,2,2
max,120,305,67,2,2,3
min,120,305,67,2,2,3
rnd,120,305,67,2,2,3
max,120,305,131,2,2,3
min,120,305,131,2,2,3
rnd,120,305,131,2,2,3
max,120,305,51,3,2,4
min,120,305,51,3,2,4
rnd,120,305,51,3,2,4
max,120,305,123,13,3,26
min,120,305,123,13,3,50
rnd,120,305,123,13,3,27
max,120,305,136,16,3,17
min,120,305,136,16,3,29
rnd,120,305,136,16,3,24
max,120,305,84,6,4,14
min,120,305,84,6,4,16
rnd,120,305,84,6,4,14
max,120,305,56,3,2,4
min,120,305,56,3,2,4
rnd,120,305,56,3,2,4
max,120,305,33,2,2,3
min,120,305,33,2,2,3
rnd,120,305,33,2,2,3
max,120,305,81,3,2,4
min,120,305,81,3,2,4
rnd,120,305,81,3,2,4
max,120,305,149,32,7,99
max,120,305,115,8,2,9
min,120,305,115,8,2,9
rnd,120,305,115,8,2,9
max,120,305,65,1,2,2
min,120,305,65,1,2,2
rnd,120,305,65,1,2,2
max,120,305,57,1,2,2
min,120,305,57,1,2,2
rnd,120,305,57,1,2,2
max,120,305,103,3,2,4
min,120,305,103,3,2,4
rnd,120,305,103,3,2,4
max,120,305,94,9,5,10
min,120,305,94,9,5,10
rnd,120,305,94,9,5,10
max,120,305,100,3,2,4
min,120,305,100,3,2,4
rnd,120,305,100,3,2,4
max,120,305,138,8,3,9
min,120,305,138,8,3,9
rnd,120,305,138,8,3,9
max,120,305,104,11,4,12
min,120,305,104,11,4,13
rnd,120,305,104,11,4,12
max,120,305,121,11,3,13
min,120,305,121,11,3,35
rnd,120,305,121,11,3,43
max,120,305,68,1,2,2
min,120,305,68,1,2,2
rnd,120,305,68,1,2,2
