type,n,m,t,otps,cmps,iters
min,53,110,19,7,2,26
rnd,53,110,19,7,2,20
max,53,110,48,40,4,97
min,53,110,48,40,4,788
rnd,53,110,48,40,4,178
max,53,110,23,9,4,11
min,53,110,23,9,4,34
rnd,53,110,23,9,4,16
max,53,110,25,16,3,19
min,53,110,25,16,3,43
rnd,53,110,25,16,3,35
max,53,110,37,23,3,63
min,53,110,37,23,3,346
rnd,53,110,37,23,3,117
max,53,110,29,9,2,14
min,53,110,29,9,2,27
rnd,53,110,29,9,2,17
max,53,110,34,9,3,12
min,53,110,34,9,3,21
rnd,53,110,34,9,3,20
max,53,110,44,40,5,173
min,53,110,44,40,5,262
rnd,53,110,44,40,5,898
max,53,110,29,15,4,32
min,53,110,29,15,4,101
rnd,53,110,29,15,4,41
max,53,110,43,10,3,21
min,53,110,43,10,3,74
rnd,53,110,43,10,3,33
max,53,110,36,3,2,5
min,53,110,36,3,2,5
rnd,53,110,36,3,2,5
max,53,110,43,43,5,173
min,53,110,43,43,5,198
rnd,53,110,43,43,5,165
max,53,110,33,43,4,367
min,53,110,33,43,4,2417
rnd,53,110,33,43,4,832
max,53,110,25,34,3,158
min,53,110,25,34,3,416
rnd,53,110,25,34,3,308
max,53,110,33,1,2,2
min,53,110,33,1,2,2
rnd,53,110,33,1,2,2
max,53,110,27,27,3,54
min,53,110,27,27,3,88
rnd,53,110,27,27,3,55
max,53,110,28,1,2,2
min,53,110,28,1,2,2
rnd,53,110,28,1,2,2
max,53,110,50,27,6,57
min,53,110,50,27,6,329
rnd,53,110,50,27,6,170
max,53,110,18,2,2,3
min,53,110,18,2,2,3
rnd,53,110,18,2,2,3
max,53,110,29,33,4,91
min,53,110,29,33,4,86
rnd,53,110,29,33,4,85
max,53,110,47,32,6,117
min,53,110,47,32,6,981
rnd,53,110,47,32,6,360
max,53,110,29,5,2,6
min,53,110,29,5,2,12
rnd,53,110,29,5,2,11
max,53,110,30,17,3,39
min,53,110,30,17,3,111
rnd,53,110,30,17,3,56
max,53,110,44,16,4,40
min,53,110,44,16,4,121
rnd,53,110,44,16,4,69
max,53,110,33,17,5,41
min,53,110,33,17,5,326
rnd,53,110,33,17,5,117
max,53,110,22,12,3,15
min,53,110,22,12,3,57
rnd,53,110,22,12,3,24
max,53,110,43,39,4,201
min,53,110,43,39,4,335
rnd,53,110,43,39,4,882
max,53,110,44,10,3,27
min,53,110,44,10,3,62
rnd,53,110,44,10,3,32
max,53,110,42,22,4,63
min,53,110,42,22,4,500
rnd,53,110,42,22,4,436
max,53,110,45,9,3,17
min,53,110,45,9,3,31
rnd,53,110,45,9,3,21
max,53,110,44,45,4,218
rnd,53,110,44,45,4,530
max,53,110,14,4,2,6
min,53,110,14,4,2,6
rnd,53,110,14,4,2,7
max,53,110,26,24,3,30
min,53,110,26,24,3,90
rnd,53,110,26,24,3,85
max,53,110,39,34,5,88
min,53,110,39,34,5,551
rnd,53,110,39,34,5,210
max,53,110,25,6,2,15
min,53,110,25,6,2,23
rnd,53,110,25,6,2,16
max,53,110,15,9,3,10
min,53,110,15,9,3,16
rnd,53,110,15,9,3,13
max,53,110,20,5,2,6
min,53,110,20,5,2,8
rnd,53,110,20,5,2,6
max,53,110,26,6,3,8
min,53,110,26,6,3,11
rnd,53,110,26,6,3,8
max,53,110,24,10,4,18
min,53,110,24,10,4,30
rnd,53,110,24,10,4,23
max,53,110,48,25,6,94
min,53,110,48,25,6,279
rnd,53,110,48,25,6,1408
max,53,110,33,3,2,5
min,53,110,33,3,2,5
rnd,53,110,33,3,2,6
max,53,110,48,55,4,589
rnd,53,110,48,55,4,801
max,53,110,26,12,3,17
min,53,110,26,12,3,24
rnd,53,110,26,12,3,17
max,53,110,43,10,3,17
min,53,110,43,10,3,56
rnd,53,110,43,10,3,47
max,53,110,38,49,3,173
min,53,110,38,49,3,485
rnd,53,110,38,49,3,659
max,53,110,35,61,4,364
rnd,53,110,35,61,4,1295
max,53,110,50,66,5,241
min,53,110,50,66,5,1749
max,53,110,47,84,5,2088
max,53,110,11,3,2,4
min,53,110,11,3,2,4
rnd,53,110,11,3,2,4
max,53,110,38,19,4,40
min,53,110,38,19,4,63
rnd,53,110,38,19,4,45
max,53,110,7,1,2,2
min,53,110,7,1,2,2
rnd,53,110,7,1,2,2
max,53,110,36,7,3,8
min,53,110,36,7,3,12
rnd,53,110,36,7,3,11
max,53,110,38,9,3,20
min,53,110,38,9,3,27
rnd,53,110,38,9,3,28
max,53,110,33,13,4,31
min,53,110,33,13,4,53
rnd,53,110,33,13,4,80
max,53,110,23,17,2,30
min,53,110,23,17,2,88
rnd,53,110,23,17,2,43
max,53,110,44,33,4,189
min,53,110,44,33,4,806
rnd,53,110,44,33,4,368
max,53,110,29,1,2,2
min,53,110,29,1,2,2
rnd,53,110,29,1,2,2
max,53,110,27,4,2,7
min,53,110,27,4,2,7
rnd,53,110,27,4,2,7
max,53,110,18,5,3,18
min,53,110,18,5,3,28
rnd,53,110,18,5,3,26
max,53,110,8,1,2,2
min,53,110,8,1,2,2
rnd,53,110,8,1,2,2
max,53,110,39,36,6,466
min,53,110,39,36,6,1579
max,53,110,39,15,3,33
min,53,110,39,15,3,113
rnd,53,110,39,15,3,45
max,53,110,21,1,2,2
min,53,110,21,1,2,2
rnd,53,110,21,1,2,2
max,53,110,34,8,2,16
min,53,110,34,8,2,31
rnd,53,110,34,8,2,17
max,53,110,28,28,4,388
min,53,110,28,28,4,1003
rnd,53,110,28,28,4,196
max,53,110,47,13,4,31
min,53,110,47,13,4,202
rnd,53,110,47,13,4,101
max,53,110,44,19,5,97
min,53,110,44,19,5,125
rnd,53,110,44,19,5,141
max,53,110,43,13,4,22
min,53,110,43,13,4,35
rnd,53,110,43,13,4,22
max,53,110,46,3,2,4
min,53,110,46,3,2,7
rnd,53,110,46,3,2,4
rnd,53,110,47,67,6,781
max,53,110,28,4,2,5
min,53,110,28,4,2,8
rnd,53,110,28,4,2,6
max,53,110,46,26,4,61
min,53,110,46,26,4,90
rnd,53,110,46,26,4,57
max,53,110,35,39,5,205
min,53,110,35,39,5,2067
rnd,53,110,35,39,5,524
max,53,110,36,7,2,10
min,53,110,36,7,2,18
rnd,53,110,36,7,2,15
max,53,110,39,7,2,16
min,53,110,39,7,2,23
rnd,53,110,39,7,2,16
max,53,110,15,4,3,6
min,53,110,15,4,3,6
rnd,53,110,15,4,3,6
max,53,110,33,26,3,58
min,53,110,33,26,3,121
rnd,53,110,33,26,3,63
max,53,110,44,34,4,61
min,53,110,44,34,4,648
rnd,53,110,44,34,4,65
max,53,110,28,21,4,51
min,53,110,28,21,4,142
rnd,53,110,28,21,4,192
max,53,110,49,47,8,3250
max,53,110,24,4,2,7
min,53,110,24,4,2,12
rnd,53,110,24,4,2,8
max,53,110,39,9,3,16
min,53,110,39,9,3,23
rnd,53,110,39,9,3,29
max,53,110,24,2,2,3
min,53,110,24,2,2,3
rnd,53,110,24,2,2,3
max,53,110,47,13,3,19
min,53,110,47,13,3,67
rnd,53,110,47,13,3,46
max,53,110,50,52,4,226
min,53,110,50,52,4,1437
rnd,53,110,50,52,4,209
max,53,110,26,4,2,12
min,53,110,26,4,2,13
rnd,53,110,26,4,2,13
max,53,110,13,3,2,5
min,53,110,13,3,2,6
rnd,53,110,13,3,2,5
max,53,110,50,20,5,52
min,53,110,50,20,5,954
rnd,53,110,50,20,5,235
max,53,110,40,44,7,425
min,53,110,40,44,7,1161
rnd,53,110,40,44,7,975
max,53,110,24,12,3,24
min,53,110,24,12,3,37
rnd,53,110,24,12,3,31
max,53,110,40,23,4,88
min,53,110,40,23,4,504
rnd,53,110,40,23,4,862
max,53,110,33,15,4,16
min,53,110,33,15,4,31
rnd,53,110,33,15,4,21
max,53,110,24,13,3,25
min,53,110,24,13,3,43
rnd,53,110,24,13,3,45
max,53,110,20,10,2,27
min,53,110,20,10,2,53
rnd,53,110,20,10,2,39
max,53,110,28,5,3,6
min,53,110,28,5,3,6
rnd,53,110,28,5,3,6
max,53,110,14,17,3,49
min,53,110,14,17,3,105
rnd,53,110,14,17,3,63
max,53,110,24,9,3,64
min,53,110,24,9,3,107
rnd,53,110,24,9,3,57
max,53,110,43,37,5,162
rnd,53,110,43,37,5,586
max,53,110,36,7,3,9
min,53,110,36,7,3,14
rnd,53,110,36,7,3,13
max,53,110,33,33,4,99
min,53,110,33,33,4,435
rnd,53,110,33,33,4,104
max,53,110,50,169,4,676
max,53,110,48,20,5,58
min,53,110,48,20,5,402
rnd,53,110,48,20,5,61
max,53,110,23,4,3,5
min,53,110,23,4,3,8
rnd,53,110,23,4,3,8
max,53,110,25,9,3,25
min,53,110,25,9,3,49
rnd,53,110,25,9,3,22
max,53,110,47,12,3,25
min,53,110,47,12,3,52
rnd,53,110,47,12,3,30
max,53,110,28,7,2,8
min,53,110,28,7,2,14
rnd,53,110,28,7,2,8
max,53,110,46,75,6,590
rnd,53,110,46,75,6,1200
max,53,110,29,35,5,326
min,53,110,29,35,5,4084
rnd,53,110,29,35,5,1734
max,53,110,30,11,3,20
min,53,110,30,11,3,53
rnd,53,110,30,11,3,31
max,53,110,37,10,3,14
min,53,110,37,10,3,36
rnd,53,110,37,10,3,40
max,53,110,17,17,3,38
min,53,110,17,17,3,177
rnd,53,110,17,17,3,36
max,53,110,24,2,2,4
min,53,110,24,2,2,4
rnd,53,110,24,2,2,4
max,53,110,21,27,5,80
min,53,110,21,27,5,603
rnd,53,110,21,27,5,230
max,53,110,35,12,2,27
min,53,110,35,12,2,40
rnd,53,110,35,12,2,35
max,53,110,27,15,6,50
min,53,110,27,15,6,143
rnd,53,110,27,15,6,108
max,53,110,40,50,4,236
rnd,53,110,40,50,4,1360
max,53,110,25,24,4,107
min,53,110,25,24,4,234
rnd,53,110,25,24,4,237
max,53,110,19,3,2,4
min,53,110,19,3,2,4
rnd,53,110,19,3,2,4
max,53,110,41,56,4,404
rnd,53,110,41,56,4,1879
max,53,110,35,10,2,15
min,53,110,35,10,2,28
rnd,53,110,35,10,2,22
max,53,110,50,33,5,318
min,53,110,50,33,5,1496
rnd,53,110,50,33,5,1220
max,53,110,12,1,2,2
min,53,110,12,1,2,2
rnd,53,110,12,1,2,2
max,53,110,14,13,3,30
min,53,110,14,13,3,100
rnd,53,110,14,13,3,75
max,53,110,32,5,2,7
min,53,110,32,5,2,7
rnd,53,110,32,5,2,7
max,53,110,35,22,4,51
min,53,110,35,22,4,130
rnd,53,110,35,22,4,64
max,53,110,18,2,2,4
min,53,110,18,2,2,4
rnd,53,110,18,2,2,4
max,53,110,40,49,7,207
rnd,53,110,40,49,7,630
max,53,110,28,23,3,45
min,53,110,28,23,3,224
rnd,53,110,28,23,3,95
max,53,110,37,10,4,15
min,53,110,37,10,4,31
rnd,53,110,37,10,4,20
max,53,110,37,4,2,6
min,53,110,37,4,2,8
rnd,53,110,37,4,2,7
max,53,110,44,4,2,5
min,53,110,44,4,2,8
rnd,53,110,44,4,2,5
max,53,110,14,6,2,11
min,53,110,14,6,2,16
rnd,53,110,14,6,2,15
max,53,110,25,9,3,14
min,53,110,25,9,3,33
rnd,53,110,25,9,3,16
max,53,110,32,30,3,95
min,53,110,32,30,3,241
rnd,53,110,32,30,3,97
max,53,110,46,83,5,1673
max,53,110,43,10,3,22
min,53,110,43,10,3,58
rnd,53,110,43,10,3,36
max,53,110,35,51,5,1602
max,53,110,49,120,5,386
rnd,53,110,49,120,5,795
max,53,110,22,3,2,4
min,53,110,22,3,2,6
rnd,53,110,22,3,2,4
max,53,110,37,28,3,84
min,53,110,37,28,3,1371
rnd,53,110,37,28,3,199
max,53,110,13,4,2,7
min,53,110,13,4,2,8
rnd,53,110,13,4,2,7
max,53,110,13,3,2,4
min,53,110,13,3,2,4
rnd,53,110,13,3,2,4
max,53,110,36,35,5,463
rnd,53,110,36,35,5,390
max,53,110,27,15,3,42
min,53,110,27,15,3,88
rnd,53,110,27,15,3,53
max,53,110,17,11,2,31
min,53,110,17,11,2,91
rnd,53,110,17,11,2,39
max,53,110,44,103,5,2860
max,53,110,26,10,2,17
min,53,110,26,10,2,33
rnd,53,110,26,10,2,29
max,53,110,28,6,3,10
min,53,110,28,6,3,17
rnd,53,110,28,6,3,11
max,53,110,25,22,3,59
min,53,110,25,22,3,120
rnd,53,110,25,22,3,81
max,53,110,19,3,2,4
min,53,110,19,3,2,4
rnd,53,110,19,3,2,4
max,53,110,17,2,2,3
min,53,110,17,2,2,4
rnd,53,110,17,2,2,4
max,53,110,33,12,3,27
min,53,110,33,12,3,82
rnd,53,110,33,12,3,49
max,53,110,18,1,2,2
min,53,110,18,1,2,2
rnd,53,110,18,1,2,2
max,53,110,19,7,2,12
min,53,110,19,7,2,20
rnd,53,110,19,7,2,12
max,53,110,9,2,2,3
min,53,110,9,2,2,3
rnd,53,110,9,2,2,3
max,53,110,16,9,2,16
min,53,110,16,9,2,32
rnd,53,110,16,9,2,19
max,53,110,30,6,2,7
min,53,110,30,6,2,10
rnd,53,110,30,6,2,8
max,53,110,39,28,6,164
min,53,110,39,28,6,2877
rnd,53,110,39,28,6,236
max,53,110,25,2,2,3
min,53,110,25,2,2,4
rnd,53,110,25,2,2,3
max,53,110,43,10,4,16
min,53,110,43,10,4,25
rnd,53,110,43,10,4,26
max,53,110,36,10,3,23
min,53,110,36,10,3,34
rnd,53,110,36,10,3,20
max,53,110,37,4,2,8
min,53,110,37,4,2,8
rnd,53,110,37,4,2,8
max,53,110,50,4,2,6
min,53,110,50,4,2,6
rnd,53,110,50,4,2,8
max,53,110,44,16,5,50
min,53,110,44,16,5,121
rnd,53,110,44,16,5,94
max,53,110,28,16,2,36
min,53,110,28,16,2,59
rnd,53,110,28,16,2,38
max,53,110,7,1,2,2
min,53,110,7,1,2,2
rnd,53,110,7,1,2,2
max,53,110,30,38,4,108
min,53,110,30,38,4,791
rnd,53,110,30,38,4,180
max,53,110,17,2,2,3
min,53,110,17,2,2,3
rnd,53,110,17,2,2,3
max,53,110,33,90,4,408
rnd,53,110,33,90,4,336
max,53,110,39,24,4,51
min,53,110,39,24,4,262
rnd,53,110,39,24,4,64
max,53,110,17,5,3,6
min,53,110,17,5,3,6
rnd,53,110,17,5,3,6
max,53,110,32,6,3,8
min,53,110,32,6,3,8
rnd,53,110,32,6,3,11
max,53,110,36,2,2,4
min,53,110,36,2,2,4
rnd,53,110,36,2,2,4
max,53,110,33,62,4,167
min,53,110,33,62,4,670
rnd,53,110,33,62,4,243
max,53,110,17,12,2,29
min,53,110,17,12,2,55
rnd,53,110,17,12,2,42
max,53,110,44,4,2,5
min,53,110,44,4,2,10
rnd,53,110,44,4,2,8
max,53,110,29,10,4,12
min,53,110,29,10,4,34
rnd,53,110,29,10,4,15
max,53,110,48,53,5,687
rnd,53,110,48,53,5,1677
max,53,110,38,26,5,321
min,53,110,38,26,5,1510
rnd,53,110,38,26,5,444
max,53,110,40,12,3,14
min,53,110,40,12,3,20
rnd,53,110,40,12,3,29
max,53,110,17,5,2,9
min,53,110,17,5,2,14
rnd,53,110,17,5,2,13
max,53,110,32,6,4,8
min,53,110,32,6,4,8
rnd,53,110,32,6,4,8
max,53,110,11,2,2,4
min,53,110,11,2,2,4
rnd,53,110,11,2,2,4
max,53,110,46,55,2,148
min,53,110,46,55,2,293
rnd,53,110,46,55,2,160
max,53,110,16,3,3,5
min,53,110,16,3,3,7
rnd,53,110,16,3,3,7
max,53,110,47,31,5,460
min,53,110,47,31,5,307
rnd,53,110,47,31,5,133
max,53,110,24,2,2,3
min,53,110,24,2,2,3
rnd,53,110,24,2,2,3
max,53,110,31,20,3,52
min,53,110,31,20,3,206
rnd,53,110,31,20,3,83
max,53,110,49,5,2,7
min,53,110,49,5,2,11
rnd,53,110,49,5,2,7
max,53,110,26,5,2,7
min,53,110,26,5,2,8
rnd,53,110,26,5,2,10
max,53,110,31,17,3,49
min,53,110,31,17,3,121
rnd,53,110,31,17,3,43
max,53,110,10,1,2,2
min,53,110,10,1,2,2
rnd,53,110,10,1,2,2
max,53,110,20,1,2,2
min,53,110,20,1,2,2
rnd,53,110,20,1,2,2
max,53,110,38,25,5,108
min,53,110,38,25,5,981
rnd,53,110,38,25,5,209
max,53,110,33,6,2,7
min,53,110,33,6,2,8
rnd,53,110,33,6,2,7
max,53,110,16,3,2,4
min,53,110,16,3,2,4
rnd,53,110,16,3,2,4
max,53,110,39,19,5,41
min,53,110,39,19,5,65
rnd,53,110,39,19,5,53
max,53,110,41,49,3,127
min,53,110,41,49,3,454
rnd,53,110,41,49,3,730
max,53,110,21,9,2,12
min,53,110,21,9,2,20
rnd,53,110,21,9,2,26
max,53,110,22,3,3,4
min,53,110,22,3,3,4
rnd,53,110,22,3,3,4
max,53,110,20,8,4,12
min,53,110,20,8,4,17
rnd,53,110,20,8,4,14
max,53,110,44,23,5,58
min,53,110,44,23,5,463
rnd,53,110,44,23,5,197
max,53,110,16,2,2,3
min,53,110,16,2,2,3
rnd,53,110,16,2,2,3
max,53,110,42,14,4,60
min,53,110,42,14,4,246
rnd,53,110,42,14,4,101
max,53,110,30,12,3,27
min,53,110,30,12,3,107
rnd,53,110,30,12,3,53
max,53,110,22,1,2,2
min,53,110,22,1,2,2
rnd,53,110,22,1,2,2
max,53,110,36,10,3,30
min,53,110,36,10,3,45
rnd,53,110,36,10,3,50
max,53,110,31,9,3,15
min,53,110,31,9,3,22
rnd,53,110,31,9,3,18
max,53,110,30,28,5,51
min,53,110,30,28,5,102
rnd,53,110,30,28,5,178
max,53,110,23,10,4,29
min,53,110,23,10,4,52
rnd,53,110,23,10,4,22
max,53,110,46,5,2,9
min,53,110,46,5,2,13
rnd,53,110,46,5,2,13
max,53,110,20,8,2,14
min,53,110,20,8,2,18
rnd,53,110,20,8,2,12
max,53,110,18,6,3,8
min,53,110,18,6,3,11
rnd,53,110,18,6,3,14
max,53,110,38,12,2,15
min,53,110,38,12,2,47
rnd,53,110,38,12,2,29
max,53,110,42,24,5,94
min,53,110,42,24,5,517
rnd,53,110,42,24,5,213
max,53,110,34,9,3,29
min,53,110,34,9,3,60
rnd,53,110,34,9,3,32
max,53,110,36,3,3,4
min,53,110,36,3,3,4
rnd,53,110,36,3,3,4
max,53,110,22,8,3,22
min,53,110,22,8,3,40
rnd,53,110,22,8,3,26
max,53,110,37,12,3,14
min,53,110,37,12,3,17
rnd,53,110,37,12,3,21
max,53,110,26,5,2,6
min,53,110,26,5,2,9
rnd,53,110,26,5,2,9
max,53,110,35,13,4,30
min,53,110,35,13,4,82
rnd,53,110,35,13,4,31
max,53,110,25,7,3,8
min,53,110,25,7,3,11
rnd,53,110,25,7,3,9
max,53,110,46,38,4,191
min,53,110,46,38,4,403
rnd,53,110,46,38,4,457
max,53,110,43,27,6,119
min,53,110,43,27,6,278
rnd,53,110,43,27,6,182
max,53,110,43,50,5,388
rnd,53,110,43,50,5,564
max,53,110,49,19,3,114
min,53,110,49,19,3,432
rnd,53,110,49,19,3,116
max,53,110,13,5,2,10
min,53,110,13,5,2,16
rnd,53,110,13,5,2,13
max,53,110,48,56,4,744
rnd,53,110,48,56,4,1033
max,53,110,38,41,5,173
min,53,110,38,41,5,2212
rnd,53,110,38,41,5,298
max,53,110,27,13,4,54
min,53,110,27,13,4,34
rnd,53,110,27,13,4,33
max,53,110,18,12,2,17
min,53,110,18,12,2,45
rnd,53,110,18,12,2,23
max,53,110,28,8,3,10
min,53,110,28,8,3,27
rnd,53,110,28,8,3,18
max,53,110,48,71,5,255
min,53,110,48,71,5,717
rnd,53,110,48,71,5,937
max,53,110,33,10,2,22
min,53,110,33,10,2,34
rnd,53,110,33,10,2,41
max,53,110,34,8,2,11
min,53,110,34,8,2,25
rnd,53,110,34,8,2,14
max,53,110,27,9,2,14
min,53,110,27,9,2,28
rnd,53,110,27,9,2,20
max,53,110,44,12,3,25
min,53,110,44,12,3,29
rnd,53,110,44,12,3,20
max,53,110,50,40,6,235
rnd,53,110,50,40,6,1116
max,53,110,36,54,4,142
min,53,110,36,54,4,487
rnd,53,110,36,54,4,135
max,53,110,19,8,3,9
min,53,110,19,8,3,13
rnd,53,110,19,8,3,11
max,53,110,42,31,5,198
min,53,110,42,31,5,1021
rnd,53,110,42,31,5,349
max,53,110,38,22,4,33
min,53,110,38,22,4,59
rnd,53,110,38,22,4,68
max,53,110,37,12,3,16
min,53,110,37,12,3,48
rnd,53,110,37,12,3,30
max,53,110,22,8,2,13
min,53,110,22,8,2,27
rnd,53,110,22,8,2,14
max,53,110,29,9,4,14
min,53,110,29,9,4,18
rnd,53,110,29,9,4,21
max,53,110,47,40,5,415
rnd,53,110,47,40,5,512
max,53,110,28,11,4,12
min,53,110,28,11,4,14
rnd,53,110,28,11,4,13
max,53,110,42,126,5,550
max,53,110,43,5,3,8
min,53,110,43,5,3,8
rnd,53,110,43,5,3,9
max,53,110,26,3,2,5
min,53,110,26,3,2,6
rnd,53,110,26,3,2,5
max,53,110,19,7,3,11
min,53,110,19,7,3,16
rnd,53,110,19,7,3,16
max,53,110,50,18,3,58
min,53,110,50,18,3,109
rnd,53,110,50,18,3,72
max,53,110,45,55,4,429
rnd,53,110,45,55,4,1523
max,53,110,42,33,4,342
rnd,53,110,42,33,4,868
max,53,110,43,6,2,7
min,53,110,43,6,2,12
rnd,53,110,43,6,2,7
max,53,110,16,4,2,8
min,53,110,16,4,2,10
rnd,53,110,16,4,2,9
max,53,110,30,19,5,24
min,53,110,30,19,5,65
rnd,53,110,30,19,5,62
max,53,110,16,11,3,20
min,53,110,16,11,3,46
rnd,53,110,16,11,3,33
max,53,110,18,2,2,3
min,53,110,18,2,2,3
rnd,53,110,18,2,2,3
max,53,110,47,43,3,118
min,53,110,47,43,3,516
rnd,53,110,47,43,3,91
max,53,110,43,52,6,795
min,53,110,43,52,6,849
rnd,53,110,43,52,6,920
max,53,110,7,1,2,2
min,53,110,7,1,2,2
rnd,53,110,7,1,2,2
max,53,110,6,1,2,2
min,53,110,6,1,2,2
rnd,53,110,6,1,2,2
max,53,110,50,34,4,65
min,53,110,50,34,4,395
rnd,53,110,50,34,4,160
max,53,110,11,4,2,10
min,53,110,11,4,2,12
rnd,53,110,11,4,2,12
max,53,110,17,2,2,3
min,53,110,17,2,2,3
rnd,53,110,17,2,2,3
max,53,110,27,10,2,16
min,53,110,27,10,2,43
rnd,53,110,27,10,2,23
max,53,110,26,5,2,11
min,53,110,26,5,2,11
rnd,53,110,26,5,2,10
max,53,110,21,10,2,16
min,53,110,21,10,2,32
rnd,53,110,21,10,2,30
max,53,110,24,10,4,20
min,53,110,24,10,4,30
rnd,53,110,24,10,4,22
max,53,110,47,7,2,9
min,53,110,47,7,2,15
rnd,53,110,47,7,2,18
max,53,110,49,17,4,61
min,53,110,49,17,4,233
rnd,53,110,49,17,4,88
max,53,110,29,9,4,11
min,53,110,29,9,4,40
rnd,53,110,29,9,4,15
max,53,110,22,4,2,8
min,53,110,22,4,2,12
rnd,53,110,22,4,2,11
max,53,110,21,6,2,8
min,53,110,21,6,2,12
rnd,53,110,21,6,2,9
max,53,110,30,15,4,27
min,53,110,30,15,4,135
rnd,53,110,30,15,4,36
max,53,110,19,2,2,3
min,53,110,19,2,2,3
rnd,53,110,19,2,2,3
max,53,110,33,39,2,233
min,53,110,33,39,2,440
rnd,53,110,33,39,2,328
max,53,110,50,41,5,110
rnd,53,110,50,41,5,825
max,53,110,22,10,3,16
min,53,110,22,10,3,32
rnd,53,110,22,10,3,28
max,53,110,15,3,2,4
min,53,110,15,3,2,4
rnd,53,110,15,3,2,4
max,53,110,35,10,3,12
min,53,110,35,10,3,26
rnd,53,110,35,10,3,24
max,53,110,35,54,4,145
min,53,110,35,54,4,548
rnd,53,110,35,54,4,580
max,53,110,37,52,7,125
min,53,110,37,52,7,2754
rnd,53,110,37,52,7,386
max,53,110,18,6,3,22
min,53,110,18,6,3,31
rnd,53,110,18,6,3,27
max,53,110,26,9,3,55
min,53,110,26,9,3,97
rnd,53,110,26,9,3,63
max,53,110,16,2,2,4
min,53,110,16,2,2,4
rnd,53,110,16,2,2,4
max,53,110,12,2,2,3
min,53,110,12,2,2,3
rnd,53,110,12,2,2,3
max,53,110,7,6,2,15
min,53,110,7,6,2,16
rnd,53,110,7,6,2,17
max,53,110,14,4,2,8
min,53,110,14,4,2,10
rnd,53,110,14,4,2,8
max,53,110,38,20,4,75
min,53,110,38,20,4,510
rnd,53,110,38,20,4,101
max,53,110,28,4,2,8
min,53,110,28,4,2,11
rnd,53,110,28,4,2,12
max,53,110,24,15,3,61
min,53,110,24,15,3,90
rnd,53,110,24,15,3,77
max,53,110,35,4,2,8
min,53,110,35,4,2,10
rnd,53,110,35,4,2,9
max,53,110,17,3,2,6
min,53,110,17,3,2,7
rnd,53,110,17,3,2,6
max,53,110,43,9,3,12
min,53,110,43,9,3,18
rnd,53,110,43,9,3,16
max,53,110,36,32,3,98
min,53,110,36,32,3,401
rnd,53,110,36,32,3,88
max,53,110,46,17,4,64
min,53,110,46,17,4,185
rnd,53,110,46,17,4,142
max,53,110,36,23,5,91
min,53,110,36,23,5,93
rnd,53,110,36,23,5,109
max,53,110,46,57,4,559
min,53,110,46,57,4,358
rnd,53,110,46,57,4,1491
max,53,110,39,5,3,7
min,53,110,39,5,3,14
rnd,53,110,39,5,3,8
max,53,110,40,27,4,81
min,53,110,40,27,4,241
rnd,53,110,40,27,4,178
max,53,110,23,18,3,30
min,53,110,23,18,3,112
rnd,53,110,23,18,3,62
max,53,110,27,1,2,2
min,53,110,27,1,2,2
rnd,53,110,27,1,2,2
max,53,110,38,21,3,106
min,53,110,38,21,3,762
rnd,53,110,38,21,3,110
max,53,110,17,2,2,3
min,53,110,17,2,2,3
rnd,53,110,17,2,2,3
max,53,110,35,31,3,75
min,53,110,35,31,3,562
rnd,53,110,35,31,3,165
max,53,110,25,15,4,20
min,53,110,25,15,4,28
rnd,53,110,25,15,4,22
max,53,110,40,50,4,339
rnd,53,110,40,50,4,973
max,53,110,8,1,2,2
min,53,110,8,1,2,2
rnd,53,110,8,1,2,2
max,53,110,21,12,4,68
min,53,110,21,12,4,76
rnd,53,110,21,12,4,84
max,53,110,26,7,3,8
min,53,110,26,7,3,8
rnd,53,110,26,7,3,8
max,53,110,30,27,4,318
min,53,110,30,27,4,954
rnd,53,110,30,27,4,364
max,53,110,16,1,2,2
min,53,110,16,1,2,2
rnd,53,110,16,1,2,2
max,53,110,16,3,2,7
min,53,110,16,3,2,6
rnd,53,110,16,3,2,7
max,53,110,15,5,2,7
min,53,110,15,5,2,13
rnd,53,110,15,5,2,9
max,53,110,40,21,5,242
min,53,110,40,21,5,2729
rnd,53,110,40,21,5,1809
max,53,110,20,4,2,5
min,53,110,20,4,2,8
rnd,53,110,20,4,2,5
max,53,110,18,8,2,19
min,53,110,18,8,2,30
rnd,53,110,18,8,2,28
max,53,110,35,4,2,6
min,53,110,35,4,2,11
rnd,53,110,35,4,2,7
max,53,110,27,9,2,22
min,53,110,27,9,2,63
rnd,53,110,27,9,2,30
max,53,110,33,12,3,17
min,53,110,33,12,3,72
rnd,53,110,33,12,3,45
max,53,110,47,64,7,1687
rnd,53,110,47,64,7,1851
max,53,110,48,36,7,104
min,53,110,48,36,7,449
rnd,53,110,48,36,7,124
max,53,110,23,3,2,6
min,53,110,23,3,2,7
rnd,53,110,23,3,2,7
max,53,110,41,14,2,17
min,53,110,41,14,2,44
rnd,53,110,41,14,2,31
max,53,110,44,11,3,18
min,53,110,44,11,3,39
rnd,53,110,44,11,3,21
max,53,110,36,14,5,28
min,53,110,36,14,5,21
rnd,53,110,36,14,5,65
max,53,110,37,15,5,29
min,53,110,37,15,5,63
rnd,53,110,37,15,5,38
max,53,110,17,6,3,10
min,53,110,17,6,3,16
rnd,53,110,17,6,3,12
