type,n,m,t,otps,cmps,iters
max,53,110,23,14,3,48
min,53,110,23,14,3,212
rnd,53,110,23,14,3,88
max,53,110,11,1,2,2
min,53,110,11,1,2,2
rnd,53,110,11,1,2,2
max,53,110,36,4,2,5
min,53,110,36,4,2,9
rnd,53,110,36,4,2,8
max,53,110,30,6,2,11
min,53,110,30,6,2,14
rnd,53,110,30,6,2,11
max,53,110,34,13,3,46
min,53,110,34,13,3,47
rnd,53,110,34,13,3,66
max,53,110,14,5,2,7
min,53,110,14,5,2,7
rnd,53,110,14,5,2,9
max,53,110,20,6,2,14
min,53,110,20,6,2,20
rnd,53,110,20,6,2,14
max,53,110,23,11,3,27
min,53,110,23,11,3,51
rnd,53,110,23,11,3,21
max,53,110,35,8,3,9
min,53,110,35,8,3,15
rnd,53,110,35,8,3,10
max,53,110,31,16,4,187
min,53,110,31,16,4,227
rnd,53,110,31,16,4,234
max,53,110,28,5,2,6
min,53,110,28,5,2,6
rnd,53,110,28,5,2,6
max,53,110,22,8,3,26
min,53,110,22,8,3,44
rnd,53,110,22,8,3,39
max,53,110,19,8,2,11
min,53,110,19,8,2,24
rnd,53,110,19,8,2,14
max,53,110,35,41,4,162
min,53,110,35,41,4,844
rnd,53,110,35,41,4,267
max,53,110,9,1,2,2
min,53,110,9,1,2,2
rnd,53,110,9,1,2,2
max,53,110,35,33,2,102
min,53,110,35,33,2,355
rnd,53,110,35,33,2,147
max,53,110,39,20,2,41
min,53,110,39,20,2,95
rnd,53,110,39,20,2,55
max,53,110,34,19,3,46
min,53,110,34,19,3,59
rnd,53,110,34,19,3,59
max,53,110,9,2,2,4
min,53,110,9,2,2,4
rnd,53,110,9,2,2,4
max,53,110,22,8,2,20
min,53,110,22,8,2,37
rnd,53,110,22,8,2,31
max,53,110,28,12,2,32
min,53,110,28,12,2,64
rnd,53,110,28,12,2,38
max,53,110,10,3,2,6
min,53,110,10,3,2,6
rnd,53,110,10,3,2,7
max,53,110,21,7,2,10
min,53,110,21,7,2,17
rnd,53,110,21,7,2,12
max,53,110,8,2,2,4
min,53,110,8,2,2,4
rnd,53,110,8,2,2,4
max,53,110,23,4,2,5
min,53,110,23,4,2,6
rnd,53,110,23,4,2,5
max,53,110,27,17,4,350
min,53,110,27,17,4,1047
rnd,53,110,27,17,4,402
max,53,110,28,8,2,12
min,53,110,28,8,2,26
rnd,53,110,28,8,2,16
max,53,110,24,21,2,50
min,53,110,24,21,2,121
rnd,53,110,24,21,2,81
max,53,110,31,24,4,192
min,53,110,31,24,4,455
rnd,53,110,31,24,4,452
max,53,110,8,3,2,4
min,53,110,8,3,2,6
rnd,53,110,8,3,2,4
max,53,110,25,6,3,7
min,53,110,25,6,3,7
rnd,53,110,25,6,3,7
max,53,110,24,18,3,114
min,53,110,24,18,3,407
rnd,53,110,24,18,3,230
max,53,110,24,5,2,7
min,53,110,24,5,2,12
rnd,53,110,24,5,2,8
max,53,110,38,1,2,2
min,53,110,38,1,2,2
rnd,53,110,38,1,2,2
max,53,110,11,1,2,2
min,53,110,11,1,2,2
rnd,53,110,11,1,2,2
max,53,110,25,12,2,27
min,53,110,25,12,2,61
rnd,53,110,25,12,2,32
max,53,110,24,24,3,63
min,53,110,24,24,3,372
rnd,53,110,24,24,3,122
max,53,110,19,2,2,3
min,53,110,19,2,2,3
rnd,53,110,19,2,2,3
max,53,110,12,2,2,4
min,53,110,12,2,2,4
rnd,53,110,12,2,2,4
max,53,110,33,12,3,26
min,53,110,33,12,3,30
rnd,53,110,33,12,3,97
max,53,110,35,4,2,6
min,53,110,35,4,2,8
rnd,53,110,35,4,2,8
max,53,110,23,7,2,13
min,53,110,23,7,2,17
rnd,53,110,23,7,2,15
max,53,110,35,9,4,14
min,53,110,35,9,4,63
rnd,53,110,35,9,4,16
max,53,110,32,30,3,82
min,53,110,32,30,3,183
rnd,53,110,32,30,3,139
max,53,110,2,1,2,2
min,53,110,2,1,2,2
rnd,53,110,2,1,2,2
max,53,110,22,1,2,2
min,53,110,22,1,2,2
rnd,53,110,22,1,2,2
max,53,110,29,10,3,19
min,53,110,29,10,3,71
rnd,53,110,29,10,3,33
max,53,110,32,22,3,72
min,53,110,32,22,3,143
rnd,53,110,32,22,3,143
max,53,110,33,11,3,62
min,53,110,33,11,3,121
rnd,53,110,33,11,3,94
max,53,110,30,15,4,16
min,53,110,30,15,4,100
rnd,53,110,30,15,4,24
max,53,110,18,2,2,4
min,53,110,18,2,2,4
rnd,53,110,18,2,2,4
max,53,110,22,3,2,5
min,53,110,22,3,2,5
rnd,53,110,22,3,2,5
max,53,110,39,20,5,128
min,53,110,39,20,5,864
rnd,53,110,39,20,5,255
max,53,110,36,7,3,9
min,53,110,36,7,3,12
rnd,53,110,36,7,3,11
max,53,110,25,1,2,2
min,53,110,25,1,2,2
rnd,53,110,25,1,2,2
max,53,110,6,2,2,3
min,53,110,6,2,2,4
rnd,53,110,6,2,2,4
max,53,110,25,7,3,11
min,53,110,25,7,3,14
rnd,53,110,25,7,3,13
max,53,110,20,19,4,99
min,53,110,20,19,4,689
rnd,53,110,20,19,4,239
max,53,110,8,2,2,4
min,53,110,8,2,2,4
rnd,53,110,8,2,2,4
max,53,110,20,3,2,7
min,53,110,20,3,2,6
rnd,53,110,20,3,2,7
max,53,110,27,2,2,3
min,53,110,27,2,2,3
rnd,53,110,27,2,2,3
max,53,110,28,2,2,4
min,53,110,28,2,2,4
rnd,53,110,28,2,2,4
max,53,110,26,3,2,5
min,53,110,26,3,2,6
rnd,53,110,26,3,2,6
max,53,110,18,6,3,7
min,53,110,18,6,3,14
rnd,53,110,18,6,3,14
max,53,110,33,9,2,12
min,53,110,33,9,2,25
rnd,53,110,33,9,2,13
max,53,110,27,12,2,22
min,53,110,27,12,2,44
rnd,53,110,27,12,2,31
max,53,110,32,19,3,100
min,53,110,32,19,3,252
rnd,53,110,32,19,3,169
max,53,110,18,1,2,2
min,53,110,18,1,2,2
rnd,53,110,18,1,2,2
max,53,110,14,3,3,4
min,53,110,14,3,3,4
rnd,53,110,14,3,3,4
max,53,110,37,20,3,60
min,53,110,37,20,3,124
rnd,53,110,37,20,3,58
max,53,110,30,20,3,64
min,53,110,30,20,3,135
rnd,53,110,30,20,3,56
max,53,110,25,5,2,7
min,53,110,25,5,2,14
max,53,110,40,13,3,77
min,53,110,40,13,3,269
rnd,53,110,40,13,3,122
max,53,110,29,12,2,74
min,53,110,29,12,2,159
rnd,53,110,29,12,2,102
max,53,110,43,71,4,475
rnd,53,110,43,71,4,1573
max,53,110,42,37,5,105
rnd,53,110,42,37,5,330
max,53,110,35,3,2,5
min,53,110,35,3,2,6
rnd,53,110,35,3,2,5
max,53,110,50,46,5,185
rnd,53,110,50,46,5,179
max,53,110,45,1,2,2
min,53,110,45,1,2,2
rnd,53,110,45,1,2,2
max,53,110,37,52,4,222
rnd,53,110,37,52,4,1090
max,53,110,31,13,4,18
min,53,110,31,13,4,21
rnd,53,110,31,13,4,20
max,53,110,30,42,4,246
min,53,110,30,42,4,1478
rnd,53,110,30,42,4,546
max,53,110,42,20,5,82
min,53,110,42,20,5,205
rnd,53,110,42,20,5,116
max,53,110,16,4,2,10
min,53,110,16,4,2,11
rnd,53,110,16,4,2,13
max,53,110,38,13,4,44
min,53,110,38,13,4,29
rnd,53,110,38,13,4,41
max,53,110,47,20,5,86
min,53,110,47,20,5,192
rnd,53,110,47,20,5,116
max,53,110,37,51,5,499
rnd,53,110,37,51,5,2518
max,53,110,48,73,3,334
rnd,53,110,48,73,3,1287
max,53,110,24,12,3,28
min,53,110,24,12,3,64
rnd,53,110,24,12,3,31
max,53,110,37,50,4,200
min,53,110,37,50,4,1468
max,53,110,22,4,2,7
min,53,110,22,4,2,12
rnd,53,110,22,4,2,10
max,53,110,33,10,4,12
min,53,110,33,10,4,12
rnd,53,110,33,10,4,16
max,53,110,46,29,4,107
min,53,110,46,29,4,369
rnd,53,110,46,29,4,131
max,53,110,48,21,5,35
min,53,110,48,21,5,81
rnd,53,110,48,21,5,105
max,53,110,14,1,2,2
min,53,110,14,1,2,2
rnd,53,110,14,1,2,2
max,53,110,22,5,2,6
min,53,110,22,5,2,6
rnd,53,110,22,5,2,6
max,53,110,18,10,3,26
min,53,110,18,10,3,65
rnd,53,110,18,10,3,45
max,53,110,44,93,6,821
max,53,110,50,39,4,156
min,53,110,50,39,4,924
rnd,53,110,50,39,4,181
max,53,110,49,11,5,15
min,53,110,49,11,5,64
rnd,53,110,49,11,5,26
max,53,110,47,21,6,110
min,53,110,47,21,6,191
rnd,53,110,47,21,6,275
max,53,110,28,6,3,14
min,53,110,28,6,3,7
rnd,53,110,28,6,3,7
max,53,110,23,18,2,31
min,53,110,23,18,2,67
rnd,53,110,23,18,2,49
max,53,110,31,11,3,12
min,53,110,31,11,3,18
rnd,53,110,31,11,3,13
max,53,110,44,15,5,75
min,53,110,44,15,5,730
rnd,53,110,44,15,5,212
max,53,110,46,19,4,49
min,53,110,46,19,4,332
rnd,53,110,46,19,4,89
max,53,110,32,10,2,13
min,53,110,32,10,2,30
rnd,53,110,32,10,2,21
max,53,110,17,10,4,17
min,53,110,17,10,4,29
rnd,53,110,17,10,4,23
max,53,110,28,17,4,29
min,53,110,28,17,4,78
rnd,53,110,28,17,4,62
max,53,110,47,13,3,35
min,53,110,47,13,3,33
rnd,53,110,47,13,3,40
max,53,110,20,1,2,2
min,53,110,20,1,2,2
rnd,53,110,20,1,2,2
max,53,110,45,18,5,93
min,53,110,45,18,5,954
rnd,53,110,45,18,5,224
max,53,110,27,20,5,236
min,53,110,27,20,5,679
rnd,53,110,27,20,5,330
max,53,110,34,10,5,19
min,53,110,34,10,5,29
rnd,53,110,34,10,5,26
max,53,110,39,18,3,94
min,53,110,39,18,3,244
rnd,53,110,39,18,3,123
max,53,110,20,7,3,21
min,53,110,20,7,3,46
rnd,53,110,20,7,3,54
max,53,110,28,5,2,9
min,53,110,28,5,2,12
rnd,53,110,28,5,2,9
max,53,110,36,35,4,93
min,53,110,36,35,4,1256
rnd,53,110,36,35,4,100
max,53,110,45,48,5,367
min,53,110,45,48,5,885
rnd,53,110,45,48,5,351
max,53,110,37,12,4,29
min,53,110,37,12,4,76
rnd,53,110,37,12,4,40
max,53,110,15,2,2,4
min,53,110,15,2,2,4
rnd,53,110,15,2,2,4
max,53,110,40,22,4,75
min,53,110,40,22,4,507
rnd,53,110,40,22,4,244
max,53,110,50,8,2,9
min,53,110,50,8,2,9
rnd,53,110,50,8,2,9
max,53,110,1,1,2,2
min,53,110,1,1,2,2
rnd,53,110,1,1,2,2
max,53,110,29,37,3,329
min,53,110,29,37,3,1877
rnd,53,110,29,37,3,521
max,53,110,48,33,3,80
min,53,110,48,33,3,171
rnd,53,110,48,33,3,184
max,53,110,43,12,4,22
min,53,110,43,12,4,66
rnd,53,110,43,12,4,24
max,53,110,26,6,2,9
min,53,110,26,6,2,22
rnd,53,110,26,6,2,16
max,53,110,9,4,2,5
min,53,110,9,4,2,9
rnd,53,110,9,4,2,7
max,53,110,25,14,2,42
min,53,110,25,14,2,60
rnd,53,110,25,14,2,33
max,53,110,48,90,6,1749
max,53,110,34,14,4,29
min,53,110,34,14,4,111
rnd,53,110,34,14,4,56
max,53,110,48,115,6,1008
rnd,53,110,48,115,6,2401
max,53,110,26,4,2,6
min,53,110,26,4,2,6
rnd,53,110,26,4,2,6
max,53,110,14,3,2,4
min,53,110,14,3,2,4
rnd,53,110,14,3,2,4
max,53,110,22,7,3,8
min,53,110,22,7,3,12
rnd,53,110,22,7,3,9
max,53,110,24,9,3,13
min,53,110,24,9,3,24
rnd,53,110,24,9,3,17
max,53,110,50,51,4,347
max,53,110,25,6,2,9
min,53,110,25,6,2,19
rnd,53,110,25,6,2,13
max,53,110,31,9,2,11
min,53,110,31,9,2,18
rnd,53,110,31,9,2,12
max,53,110,44,6,2,7
min,53,110,44,6,2,13
rnd,53,110,44,6,2,7
max,53,110,17,4,2,6
min,53,110,17,4,2,8
rnd,53,110,17,4,2,8
max,53,110,33,14,2,20
min,53,110,33,14,2,47
rnd,53,110,33,14,2,32
max,53,110,29,26,5,206
min,53,110,29,26,5,942
rnd,53,110,29,26,5,337
max,53,110,12,3,2,6
min,53,110,12,3,2,7
rnd,53,110,12,3,2,7
max,53,110,31,26,4,119
min,53,110,31,26,4,1020
rnd,53,110,31,26,4,184
max,53,110,15,3,2,4
min,53,110,15,3,2,6
rnd,53,110,15,3,2,5
max,53,110,21,1,2,2
min,53,110,21,1,2,2
rnd,53,110,21,1,2,2
max,53,110,47,35,6,502
max,53,110,40,35,4,68
min,53,110,40,35,4,215
rnd,53,110,40,35,4,139
max,53,110,37,40,3,223
min,53,110,37,40,3,454
rnd,53,110,37,40,3,114
max,53,110,28,1,2,2
min,53,110,28,1,2,2
rnd,53,110,28,1,2,2
max,53,110,25,4,3,5
min,53,110,25,4,3,6
rnd,53,110,25,4,3,6
max,53,110,44,32,3,54
min,53,110,44,32,3,170
rnd,53,110,44,32,3,90
max,53,110,29,9,2,17
min,53,110,29,9,2,30
rnd,53,110,29,9,2,24
max,53,110,27,7,3,8
min,53,110,27,7,3,15
rnd,53,110,27,7,3,12
max,53,110,25,30,3,78
min,53,110,25,30,3,189
rnd,53,110,25,30,3,161
max,53,110,33,20,3,21
min,53,110,33,20,3,51
rnd,53,110,33,20,3,24
max,53,110,27,13,5,20
min,53,110,27,13,5,29
rnd,53,110,27,13,5,17
max,53,110,44,31,5,118
rnd,53,110,44,31,5,516
max,53,110,38,12,3,26
min,53,110,38,12,3,34
rnd,53,110,38,12,3,38
max,53,110,4,1,2,2
min,53,110,4,1,2,2
rnd,53,110,4,1,2,2
max,53,110,36,25,4,199
min,53,110,36,25,4,874
rnd,53,110,36,25,4,444
max,53,110,33,13,4,16
min,53,110,33,13,4,41
rnd,53,110,33,13,4,27
max,53,110,32,5,3,8
min,53,110,32,5,3,12
rnd,53,110,32,5,3,14
max,53,110,27,18,3,64
min,53,110,27,18,3,150
rnd,53,110,27,18,3,97
max,53,110,18,3,2,5
min,53,110,18,3,2,8
rnd,53,110,18,3,2,8
max,53,110,24,8,2,9
min,53,110,24,8,2,16
rnd,53,110,24,8,2,11
max,53,110,26,18,3,56
min,53,110,26,18,3,118
rnd,53,110,26,18,3,64
max,53,110,46,28,5,117
min,53,110,46,28,5,572
rnd,53,110,46,28,5,185
max,53,110,35,58,5,1377
max,53,110,42,15,2,29
min,53,110,42,15,2,51
rnd,53,110,42,15,2,56
max,53,110,42,55,5,714
min,53,110,42,55,5,3144
rnd,53,110,42,55,5,1221
max,53,110,43,28,7,79
min,53,110,43,28,7,356
rnd,53,110,43,28,7,196
max,53,110,28,15,3,36
min,53,110,28,15,3,147
rnd,53,110,28,15,3,51
max,53,110,17,1,2,2
min,53,110,17,1,2,2
rnd,53,110,17,1,2,2
max,53,110,20,6,3,7
min,53,110,20,6,3,7
rnd,53,110,20,6,3,7
max,53,110,19,12,2,27
min,53,110,19,12,2,44
rnd,53,110,19,12,2,30
max,53,110,30,39,4,478
rnd,53,110,30,39,4,696
max,53,110,18,1,2,2
min,53,110,18,1,2,2
rnd,53,110,18,1,2,2
max,53,110,36,2,2,3
min,53,110,36,2,2,3
rnd,53,110,36,2,2,3
max,53,110,45,10,3,17
min,53,110,45,10,3,28
rnd,53,110,45,10,3,20
max,53,110,35,6,2,8
min,53,110,35,6,2,13
rnd,53,110,35,6,2,9
max,53,110,36,20,2,34
min,53,110,36,20,2,102
rnd,53,110,36,20,2,49
max,53,110,49,20,4,120
min,53,110,49,20,4,487
rnd,53,110,49,20,4,251
max,53,110,50,19,3,54
min,53,110,50,19,3,114
rnd,53,110,50,19,3,90
max,53,110,10,1,2,2
min,53,110,10,1,2,2
rnd,53,110,10,1,2,2
max,53,110,34,11,4,14
min,53,110,34,11,4,17
rnd,53,110,34,11,4,21
max,53,110,16,5,2,9
min,53,110,16,5,2,13
rnd,53,110,16,5,2,17
max,53,110,43,17,4,26
min,53,110,43,17,4,104
rnd,53,110,43,17,4,147
max,53,110,23,14,3,47
min,53,110,23,14,3,91
rnd,53,110,23,14,3,80
max,53,110,36,4,2,5
min,53,110,36,4,2,5
rnd,53,110,36,4,2,5
max,53,110,21,12,2,60
min,53,110,21,12,2,85
rnd,53,110,21,12,2,41
max,53,110,25,4,2,5
min,53,110,25,4,2,5
rnd,53,110,25,4,2,5
max,53,110,23,3,2,4
min,53,110,23,3,2,4
rnd,53,110,23,3,2,4
max,53,110,37,84,5,887
rnd,53,110,37,84,5,2947
max,53,110,41,9,3,15
min,53,110,41,9,3,19
rnd,53,110,41,9,3,16
max,53,110,32,10,2,22
min,53,110,32,10,2,35
rnd,53,110,32,10,2,24
max,53,110,32,5,2,7
min,53,110,32,5,2,8
rnd,53,110,32,5,2,9
max,53,110,40,32,6,253
min,53,110,40,32,6,1684
rnd,53,110,40,32,6,380
max,53,110,32,21,4,56
min,53,110,32,21,4,239
rnd,53,110,32,21,4,108
max,53,110,16,1,2,2
min,53,110,16,1,2,2
rnd,53,110,16,1,2,2
max,53,110,30,31,3,143
min,53,110,30,31,3,450
rnd,53,110,30,31,3,130
max,53,110,27,16,2,22
min,53,110,27,16,2,79
rnd,53,110,27,16,2,24
max,53,110,24,11,3,27
min,53,110,24,11,3,51
rnd,53,110,24,11,3,36
max,53,110,32,24,4,92
min,53,110,32,24,4,486
rnd,53,110,32,24,4,113
max,53,110,48,21,6,93
min,53,110,48,21,6,278
rnd,53,110,48,21,6,127
max,53,110,29,3,2,5
min,53,110,29,3,2,7
rnd,53,110,29,3,2,5
max,53,110,47,44,8,889
max,53,110,47,132,8,1223
max,53,110,24,5,3,6
min,53,110,24,5,3,7
rnd,53,110,24,5,3,8
max,53,110,50,36,4,457
min,53,110,50,36,4,2177
rnd,53,110,50,36,4,804
max,53,110,47,31,5,194
min,53,110,47,31,5,1717
rnd,53,110,47,31,5,527
max,53,110,30,12,3,42
min,53,110,30,12,3,69
rnd,53,110,30,12,3,64
max,53,110,46,14,4,27
min,53,110,46,14,4,58
rnd,53,110,46,14,4,50
max,53,110,50,46,6,701
rnd,53,110,50,46,6,1767
max,53,110,32,4,2,6
min,53,110,32,4,2,6
rnd,53,110,32,4,2,6
max,53,110,5,1,2,2
min,53,110,5,1,2,2
rnd,53,110,5,1,2,2
max,53,110,33,15,4,24
min,53,110,33,15,4,54
rnd,53,110,33,15,4,40
max,53,110,37,36,5,329
max,53,110,36,11,3,70
min,53,110,36,11,3,154
rnd,53,110,36,11,3,157
max,53,110,50,19,2,46
min,53,110,50,19,2,184
rnd,53,110,50,19,2,114
max,53,110,21,5,3,8
min,53,110,21,5,3,8
rnd,53,110,21,5,3,7
max,53,110,31,6,3,14
min,53,110,31,6,3,7
rnd,53,110,31,6,3,7
max,53,110,28,11,6,26
min,53,110,28,11,6,20
rnd,53,110,28,11,6,20
max,53,110,47,31,4,129
min,53,110,47,31,4,215
rnd,53,110,47,31,4,235
max,53,110,44,30,4,200
min,53,110,44,30,4,746
rnd,53,110,44,30,4,692
max,53,110,24,20,2,36
min,53,110,24,20,2,70
rnd,53,110,24,20,2,47
max,53,110,41,38,3,63
min,53,110,41,38,3,366
rnd,53,110,41,38,3,118
max,53,110,40,16,4,54
min,53,110,40,16,4,70
rnd,53,110,40,16,4,71
max,53,110,20,15,3,57
min,53,110,20,15,3,202
rnd,53,110,20,15,3,115
max,53,110,23,6,3,15
min,53,110,23,6,3,29
rnd,53,110,23,6,3,18
max,53,110,46,24,4,58
min,53,110,46,24,4,438
rnd,53,110,46,24,4,251
rnd,53,110,41,66,7,3236
max,53,110,11,4,3,5
min,53,110,11,4,3,8
rnd,53,110,11,4,3,5
max,53,110,32,17,3,54
min,53,110,32,17,3,130
rnd,53,110,32,17,3,65
max,53,110,16,2,2,4
min,53,110,16,2,2,4
rnd,53,110,16,2,2,4
max,53,110,35,12,2,23
min,53,110,35,12,2,72
rnd,53,110,35,12,2,23
max,53,110,29,18,3,21
min,53,110,29,18,3,54
rnd,53,110,29,18,3,33
max,53,110,42,8,2,9
min,53,110,42,8,2,15
rnd,53,110,42,8,2,13
max,53,110,40,31,5,436
rnd,53,110,40,31,5,1269
max,53,110,33,35,4,127
min,53,110,33,35,4,442
rnd,53,110,33,35,4,195
max,53,110,47,35,4,112
min,53,110,47,35,4,672
rnd,53,110,47,35,4,370
max,53,110,41,30,4,102
min,53,110,41,30,4,298
rnd,53,110,41,30,4,146
max,53,110,47,27,6,123
min,53,110,47,27,6,177
rnd,53,110,47,27,6,116
max,53,110,49,18,4,239
min,53,110,49,18,4,961
rnd,53,110,49,18,4,308
max,53,110,22,7,3,8
min,53,110,22,7,3,12
rnd,53,110,22,7,3,9
max,53,110,50,20,3,106
min,53,110,50,20,3,121
rnd,53,110,50,20,3,93
max,53,110,40,8,3,10
min,53,110,40,8,3,17
rnd,53,110,40,8,3,16
max,53,110,21,4,2,7
min,53,110,21,4,2,11
rnd,53,110,21,4,2,9
max,53,110,28,6,3,7
min,53,110,28,6,3,7
rnd,53,110,28,6,3,7
max,53,110,37,5,3,6
min,53,110,37,5,3,6
rnd,53,110,37,5,3,6
max,53,110,13,4,2,6
min,53,110,13,4,2,9
rnd,53,110,13,4,2,8
max,53,110,12,1,2,2
min,53,110,12,1,2,2
rnd,53,110,12,1,2,2
max,53,110,49,52,5,137
min,53,110,49,52,5,1746
rnd,53,110,49,52,5,329
max,53,110,44,16,5,116
min,53,110,44,16,5,388
rnd,53,110,44,16,5,126
max,53,110,49,34,5,590
min,53,110,49,34,5,755
rnd,53,110,49,34,5,221
max,53,110,32,7,2,14
min,53,110,32,7,2,26
rnd,53,110,32,7,2,22
max,53,110,30,3,2,4
min,53,110,30,3,2,4
rnd,53,110,30,3,2,4
max,53,110,28,5,4,9
min,53,110,28,5,4,9
rnd,53,110,28,5,4,10
max,53,110,22,1,2,2
min,53,110,22,1,2,2
rnd,53,110,22,1,2,2
max,53,110,16,9,2,14
min,53,110,16,9,2,25
rnd,53,110,16,9,2,15
max,53,110,24,13,2,17
min,53,110,24,13,2,36
rnd,53,110,24,13,2,32
max,53,110,47,29,4,112
min,53,110,47,29,4,500
rnd,53,110,47,29,4,165
max,53,110,21,3,2,5
min,53,110,21,3,2,7
rnd,53,110,21,3,2,6
max,53,110,30,15,4,121
min,53,110,30,15,4,269
rnd,53,110,30,15,4,372
max,53,110,40,11,3,23
min,53,110,40,11,3,53
rnd,53,110,40,11,3,40
max,53,110,29,2,2,3
min,53,110,29,2,2,3
rnd,53,110,29,2,2,3
max,53,110,41,17,6,78
min,53,110,41,17,6,831
rnd,53,110,41,17,6,95
max,53,110,44,31,4,97
min,53,110,44,31,4,384
rnd,53,110,44,31,4,321
max,53,110,38,66,4,143
min,53,110,38,66,4,937
rnd,53,110,38,66,4,618
max,53,110,45,35,4,104
rnd,53,110,45,35,4,394
max,53,110,34,8,2,20
min,53,110,34,8,2,35
rnd,53,110,34,8,2,30
max,53,110,48,46,5,97
min,53,110,48,46,5,486
rnd,53,110,48,46,5,304
max,53,110,22,4,3,5
min,53,110,22,4,3,10
rnd,53,110,22,4,3,7
max,53,110,48,29,6,103
min,53,110,48,29,6,356
rnd,53,110,48,29,6,106
max,53,110,33,24,3,50
min,53,110,33,24,3,161
rnd,53,110,33,24,3,91
max,53,110,45,16,5,25
min,53,110,45,16,5,47
rnd,53,110,45,16,5,47
max,53,110,30,12,4,13
min,53,110,30,12,4,17
rnd,53,110,30,12,4,13
max,53,110,38,57,3,302
min,53,110,38,57,3,2044
rnd,53,110,38,57,3,601
max,53,110,28,11,3,32
min,53,110,28,11,3,35
rnd,53,110,28,11,3,28
max,53,110,27,1,2,2
min,53,110,27,1,2,2
rnd,53,110,27,1,2,2
max,53,110,24,12,2,28
min,53,110,24,12,2,52
rnd,53,110,24,12,2,45
max,53,110,14,3,2,4
min,53,110,14,3,2,4
rnd,53,110,14,3,2,4
max,53,110,20,1,2,2
min,53,110,20,1,2,2
rnd,53,110,20,1,2,2
max,53,110,20,16,3,28
min,53,110,20,16,3,88
rnd,53,110,20,16,3,62
max,53,110,30,3,2,6
min,53,110,30,3,2,7
rnd,53,110,30,3,2,6
max,53,110,40,15,4,21
min,53,110,40,15,4,117
rnd,53,110,40,15,4,47
max,53,110,42,38,2,88
min,53,110,42,38,2,755
rnd,53,110,42,38,2,113
max,53,110,47,9,3,10
min,53,110,47,9,3,18
rnd,53,110,47,9,3,14
max,53,110,50,19,3,64
min,53,110,50,19,3,243
rnd,53,110,50,19,3,167
max,53,110,46,23,4,376
min,53,110,46,23,4,1028
rnd,53,110,46,23,4,577
max,53,110,19,7,2,16
