type,n,m,t,otps,cmps,iters
rnd,68,115,25,5,2,6
max,68,115,32,19,3,42
min,68,115,32,19,3,696
rnd,68,115,32,19,3,52
max,68,115,39,13,3,29
rnd,68,115,39,13,3,671
max,68,115,28,5,2,11
min,68,115,28,5,2,15
rnd,68,115,28,5,2,13
max,68,115,31,5,2,7
min,68,115,31,5,2,14
rnd,68,115,31,5,2,8
max,68,115,33,8,3,11
min,68,115,33,8,3,27
rnd,68,115,33,8,3,11
max,68,115,21,8,2,23
min,68,115,21,8,2,46
rnd,68,115,21,8,2,29
max,68,115,33,18,4,198
rnd,68,115,33,18,4,1074
max,68,115,40,27,5,132
min,68,115,40,27,5,686
rnd,68,115,40,27,5,341
max,68,115,31,15,4,21
min,68,115,31,15,4,175
rnd,68,115,31,15,4,31
max,68,115,20,3,2,4
min,68,115,20,3,2,4
rnd,68,115,20,3,2,4
max,68,115,38,14,3,19
min,68,115,38,14,3,79
rnd,68,115,38,14,3,34
max,68,115,25,21,3,25
min,68,115,25,21,3,90
rnd,68,115,25,21,3,41
max,68,115,28,5,2,11
min,68,115,28,5,2,27
rnd,68,115,28,5,2,12
max,68,115,35,12,3,24
min,68,115,35,12,3,723
rnd,68,115,35,12,3,52
max,68,115,35,21,4,22
min,68,115,35,21,4,96
rnd,68,115,35,21,4,46
max,68,115,38,2,2,3
min,68,115,38,2,2,4
rnd,68,115,38,2,2,4
max,68,115,22,4,2,5
min,68,115,22,4,2,5
rnd,68,115,22,4,2,5
max,68,115,40,22,4,55
min,68,115,40,22,4,910
rnd,68,115,40,22,4,450
max,68,115,22,7,3,8
min,68,115,22,7,3,13
rnd,68,115,22,7,3,9
max,68,115,25,8,2,9
min,68,115,25,8,2,23
rnd,68,115,25,8,2,14
max,68,115,28,7,3,11
min,68,115,28,7,3,28
rnd,68,115,28,7,3,12
max,68,115,25,12,3,28
min,68,115,25,12,3,489
rnd,68,115,25,12,3,67
max,68,115,40,11,3,43
min,68,115,40,11,3,405
rnd,68,115,40,11,3,82
max,68,115,34,15,2,48
min,68,115,34,15,2,1375
rnd,68,115,34,15,2,1507
max,68,115,35,9,3,22
min,68,115,35,9,3,68
rnd,68,115,35,9,3,49
max,68,115,37,11,3,17
min,68,115,37,11,3,66
rnd,68,115,37,11,3,39
max,68,115,35,6,2,7
min,68,115,35,6,2,7
rnd,68,115,35,6,2,7
max,68,115,28,6,2,7
min,68,115,28,6,2,17
rnd,68,115,28,6,2,7
max,68,115,24,2,2,3
min,68,115,24,2,2,4
rnd,68,115,24,2,2,3
max,68,115,36,13,4,16
min,68,115,36,13,4,26
rnd,68,115,36,13,4,30
max,68,115,22,5,2,13
min,68,115,22,5,2,14
rnd,68,115,22,5,2,12
max,68,115,32,15,2,17
min,68,115,32,15,2,90
rnd,68,115,32,15,2,28
max,68,115,37,20,5,43
min,68,115,37,20,5,564
rnd,68,115,37,20,5,96
max,68,115,32,8,3,10
min,68,115,32,8,3,16
rnd,68,115,32,8,3,18
max,68,115,29,8,3,11
min,68,115,29,8,3,20
rnd,68,115,29,8,3,21
max,68,115,36,43,4,164
rnd,68,115,36,43,4,258
max,68,115,38,37,3,79
rnd,68,115,38,37,3,84
max,68,115,36,15,3,41
min,68,115,36,15,3,251
rnd,68,115,36,15,3,97
max,68,115,30,5,2,9
min,68,115,30,5,2,24
rnd,68,115,30,5,2,20
max,68,115,36,9,2,10
min,68,115,36,9,2,14
rnd,68,115,36,9,2,10
max,68,115,31,13,2,28
min,68,115,31,13,2,435
rnd,68,115,31,13,2,158
max,68,115,29,8,2,16
min,68,115,29,8,2,19
rnd,68,115,29,8,2,26
max,68,115,36,4,2,5
min,68,115,36,4,2,8
rnd,68,115,36,4,2,5
max,68,115,30,6,2,13
min,68,115,30,6,2,28
rnd,68,115,30,6,2,13
max,68,115,19,5,2,7
min,68,115,19,5,2,14
rnd,68,115,19,5,2,14
max,68,115,24,7,2,15
min,68,115,24,7,2,26
rnd,68,115,24,7,2,20
max,68,115,33,14,2,27
min,68,115,33,14,2,62
rnd,68,115,33,14,2,42
max,68,115,9,2,2,3
min,68,115,9,2,2,4
rnd,68,115,9,2,2,4
max,68,115,34,4,2,10
min,68,115,34,4,2,13
rnd,68,115,34,4,2,9
max,68,115,40,10,3,22
min,68,115,40,10,3,96
rnd,68,115,40,10,3,39
max,68,115,31,6,2,8
min,68,115,31,6,2,9
rnd,68,115,31,6,2,11
max,68,115,38,3,2,4
min,68,115,38,3,2,6
rnd,68,115,38,3,2,5
max,68,115,36,3,2,4
min,68,115,36,3,2,8
rnd,68,115,36,3,2,5
max,68,115,27,10,2,13
min,68,115,27,10,2,86
rnd,68,115,27,10,2,19
max,68,115,33,41,5,157
max,68,115,26,6,2,9
min,68,115,26,6,2,27
rnd,68,115,26,6,2,20
max,68,115,37,3,2,4
min,68,115,37,3,2,6
rnd,68,115,37,3,2,6
max,68,115,29,6,2,7
min,68,115,29,6,2,9
rnd,68,115,29,6,2,8
max,68,115,39,16,5,54
rnd,68,115,39,16,5,1090
max,68,115,31,16,2,26
min,68,115,31,16,2,304
rnd,68,115,31,16,2,1101
max,68,115,31,13,3,23
min,68,115,31,13,3,344
rnd,68,115,31,13,3,36
max,68,115,21,3,2,4
min,68,115,21,3,2,8
rnd,68,115,21,3,2,4
max,68,115,36,4,2,6
min,68,115,36,4,2,9
rnd,68,115,36,4,2,6
max,68,115,33,4,2,5
min,68,115,33,4,2,5
rnd,68,115,33,4,2,5
max,68,115,33,4,2,6
min,68,115,33,4,2,15
rnd,68,115,33,4,2,15
max,68,115,25,3,2,4
min,68,115,25,3,2,5
rnd,68,115,25,3,2,4
max,68,115,30,10,3,23
min,68,115,30,10,3,189
rnd,68,115,30,10,3,71
max,68,115,34,5,2,6
min,68,115,34,5,2,6
rnd,68,115,34,5,2,6
max,68,115,40,15,4,24
min,68,115,40,15,4,679
rnd,68,115,40,15,4,124
max,68,115,30,8,3,18
min,68,115,30,8,3,29
rnd,68,115,30,8,3,23
max,68,115,40,47,6,1866
max,68,115,29,10,2,14
min,68,115,29,10,2,88
rnd,68,115,29,10,2,57
max,68,115,22,2,2,3
min,68,115,22,2,2,4
rnd,68,115,22,2,2,4
max,68,115,26,21,2,41
min,68,115,26,21,2,515
rnd,68,115,26,21,2,951
max,68,115,38,26,4,97
rnd,68,115,38,26,4,699
max,68,115,35,17,3,46
min,68,115,35,17,3,97
rnd,68,115,35,17,3,46
max,68,115,35,8,2,16
min,68,115,35,8,2,13
rnd,68,115,35,8,2,15
max,68,115,24,7,3,8
min,68,115,24,7,3,8
rnd,68,115,24,7,3,8
max,68,115,19,8,2,15
min,68,115,19,8,2,26
rnd,68,115,19,8,2,20
max,68,115,34,25,4,55
rnd,68,115,34,25,4,1110
max,68,115,33,15,3,50
rnd,68,115,33,15,3,967
max,68,115,39,11,3,21
min,68,115,39,11,3,296
rnd,68,115,39,11,3,54
max,68,115,28,3,2,4
min,68,115,28,3,2,4
rnd,68,115,28,3,2,4
max,68,115,22,9,2,10
min,68,115,22,9,2,22
rnd,68,115,22,9,2,17
max,68,115,39,34,5,46
min,68,115,39,34,5,313
rnd,68,115,39,34,5,100
max,68,115,23,15,3,16
min,68,115,23,15,3,28
rnd,68,115,23,15,3,26
max,68,115,35,13,3,15
min,68,115,35,13,3,46
rnd,68,115,35,13,3,33
max,68,115,26,6,2,8
min,68,115,26,6,2,14
rnd,68,115,26,6,2,11
max,68,115,22,3,2,4
min,68,115,22,3,2,4
rnd,68,115,22,3,2,4
max,68,115,37,2,2,3
min,68,115,37,2,2,4
rnd,68,115,37,2,2,3
max,68,115,26,9,3,14
min,68,115,26,9,3,51
rnd,68,115,26,9,3,30
max,68,115,28,12,4,30
min,68,115,28,12,4,93
rnd,68,115,28,12,4,25
max,68,115,39,7,3,10
min,68,115,39,7,3,26
rnd,68,115,39,7,3,11
max,68,115,34,5,3,6
min,68,115,34,5,3,9
rnd,68,115,34,5,3,8
max,68,115,35,3,2,7
min,68,115,35,3,2,8
rnd,68,115,35,3,2,7
max,68,115,36,5,2,7
min,68,115,36,5,2,14
rnd,68,115,36,5,2,7
max,68,115,14,6,2,9
min,68,115,14,6,2,13
rnd,68,115,14,6,2,13
max,68,115,16,7,2,8
min,68,115,16,7,2,10
rnd,68,115,16,7,2,9
max,68,115,35,17,4,20
min,68,115,35,17,4,83
rnd,68,115,35,17,4,37
max,68,115,19,3,2,7
min,68,115,19,3,2,8
rnd,68,115,19,3,2,8
max,68,115,20,2,2,3
min,68,115,20,2,2,4
rnd,68,115,20,2,2,3
max,68,115,31,15,3,51
min,68,115,31,15,3,122
rnd,68,115,31,15,3,109
max,68,115,13,6,2,11
min,68,115,13,6,2,28
rnd,68,115,13,6,2,15
max,68,115,27,13,2,16
min,68,115,27,13,2,44
rnd,68,115,27,13,2,33
max,68,115,33,15,3,38
min,68,115,33,15,3,532
rnd,68,115,33,15,3,491
max,68,115,26,12,2,13
min,68,115,26,12,2,37
rnd,68,115,26,12,2,22
max,68,115,20,6,2,7
min,68,115,20,6,2,19
rnd,68,115,20,6,2,12
max,68,115,29,14,3,15
min,68,115,29,14,3,84
rnd,68,115,29,14,3,32
max,68,115,33,4,2,5
min,68,115,33,4,2,5
rnd,68,115,33,4,2,5
max,68,115,23,8,3,27
min,68,115,23,8,3,113
rnd,68,115,23,8,3,69
max,68,115,27,8,2,13
min,68,115,27,8,2,61
rnd,68,115,27,8,2,44
max,68,115,27,13,2,20
min,68,115,27,13,2,56
rnd,68,115,27,13,2,40
max,68,115,31,9,2,10
min,68,115,31,9,2,28
rnd,68,115,31,9,2,10
max,68,115,23,4,2,5
min,68,115,23,4,2,5
rnd,68,115,23,4,2,5
max,68,115,35,24,4,81
rnd,68,115,35,24,4,94
max,68,115,39,6,2,7
min,68,115,39,6,2,10
rnd,68,115,39,6,2,7
max,68,115,37,3,2,5
min,68,115,37,3,2,6
rnd,68,115,37,3,2,5
max,68,115,23,4,2,7
min,68,115,23,4,2,11
rnd,68,115,23,4,2,11
max,68,115,38,26,3,50
min,68,115,38,26,3,354
rnd,68,115,38,26,3,353
max,68,115,30,6,2,10
min,68,115,30,6,2,10
rnd,68,115,30,6,2,10
max,68,115,23,3,2,6
min,68,115,23,3,2,8
rnd,68,115,23,3,2,7
max,68,115,25,18,3,28
min,68,115,25,18,3,91
rnd,68,115,25,18,3,31
max,68,115,38,10,4,53
min,68,115,38,10,4,556
rnd,68,115,38,10,4,341
max,68,115,39,18,3,44
min,68,115,39,18,3,681
rnd,68,115,39,18,3,509
max,68,115,39,27,4,31
min,68,115,39,27,4,35
rnd,68,115,39,27,4,36
max,68,115,36,27,5,45
min,68,115,36,27,5,162
rnd,68,115,36,27,5,167
max,68,115,27,4,2,5
min,68,115,27,4,2,5
rnd,68,115,27,4,2,5
max,68,115,23,4,2,8
min,68,115,23,4,2,9
rnd,68,115,23,4,2,8
max,68,115,26,3,2,5
min,68,115,26,3,2,8
rnd,68,115,26,3,2,6
max,68,115,30,5,2,6
min,68,115,30,5,2,6
rnd,68,115,30,5,2,6
max,68,115,22,5,3,8
min,68,115,22,5,3,18
rnd,68,115,22,5,3,16
max,68,115,34,7,2,9
min,68,115,34,7,2,17
rnd,68,115,34,7,2,16
max,68,115,32,4,2,5
min,68,115,32,4,2,8
rnd,68,115,32,4,2,6
max,68,115,14,5,2,6
min,68,115,14,5,2,6
rnd,68,115,14,5,2,6
max,68,115,34,11,3,14
min,68,115,34,11,3,90
rnd,68,115,34,11,3,23
max,68,115,33,4,2,5
min,68,115,33,4,2,5
rnd,68,115,33,4,2,5
max,68,115,40,23,3,64
min,68,115,40,23,3,526
rnd,68,115,40,23,3,163
max,68,115,39,41,3,75
min,68,115,39,41,3,307
rnd,68,115,39,41,3,89
max,68,115,33,7,2,13
min,68,115,33,7,2,18
rnd,68,115,33,7,2,24
max,68,115,36,12,2,21
min,68,115,36,12,2,46
rnd,68,115,36,12,2,33
max,68,115,23,3,2,6
min,68,115,23,3,2,8
rnd,68,115,23,3,2,6
max,68,115,37,2,2,3
min,68,115,37,2,2,4
rnd,68,115,37,2,2,4
max,68,115,38,15,2,28
min,68,115,38,15,2,163
rnd,68,115,38,15,2,92
max,68,115,36,18,5,29
min,68,115,36,18,5,332
rnd,68,115,36,18,5,152
max,68,115,24,7,3,10
min,68,115,24,7,3,31
rnd,68,115,24,7,3,16
max,68,115,37,13,3,32
min,68,115,37,13,3,36
rnd,68,115,37,13,3,64
max,68,115,40,11,2,22
min,68,115,40,11,2,59
rnd,68,115,40,11,2,26
max,68,115,34,10,3,25
min,68,115,34,10,3,70
rnd,68,115,34,10,3,80
max,68,115,37,22,5,93
min,68,115,37,22,5,1483
rnd,68,115,37,22,5,274
max,68,115,37,3,2,4
min,68,115,37,3,2,4
rnd,68,115,37,3,2,4
max,68,115,27,2,2,3
min,68,115,27,2,2,4
rnd,68,115,27,2,2,3
max,68,115,7,2,2,4
min,68,115,7,2,2,4
rnd,68,115,7,2,2,4
max,68,115,40,17,2,32
rnd,68,115,40,17,2,85
max,68,115,25,4,2,7
min,68,115,25,4,2,9
rnd,68,115,25,4,2,6
max,68,115,30,6,2,7
min,68,115,30,6,2,23
rnd,68,115,30,6,2,14
max,68,115,40,31,3,155
min,68,115,40,31,3,1100
rnd,68,115,40,31,3,378
max,68,115,31,23,2,29
min,68,115,31,23,2,442
rnd,68,115,31,23,2,199
max,68,115,32,50,4,233
rnd,68,115,32,50,4,529
max,68,115,31,4,2,9
min,68,115,31,4,2,16
rnd,68,115,31,4,2,16
max,68,115,24,6,2,8
min,68,115,24,6,2,16
rnd,68,115,24,6,2,14
max,68,115,37,23,4,90
min,68,115,37,23,4,577
rnd,68,115,37,23,4,241
max,68,115,40,4,2,5
min,68,115,40,4,2,6
rnd,68,115,40,4,2,5
max,68,115,36,15,5,94
min,68,115,36,15,5,182
rnd,68,115,36,15,5,123
max,68,115,39,36,5,331
min,68,115,39,36,5,1418
max,68,115,23,2,2,3
min,68,115,23,2,2,3
rnd,68,115,23,2,2,3
max,68,115,31,15,3,51
min,68,115,31,15,3,789
rnd,68,115,31,15,3,95
max,68,115,37,5,2,8
min,68,115,37,5,2,15
rnd,68,115,37,5,2,15
max,68,115,34,11,3,66
min,68,115,34,11,3,354
rnd,68,115,34,11,3,174
max,68,115,20,6,2,12
min,68,115,20,6,2,34
rnd,68,115,20,6,2,22
max,68,115,29,5,3,7
min,68,115,29,5,3,18
rnd,68,115,29,5,3,7
max,68,115,33,20,3,77
min,68,115,33,20,3,433
rnd,68,115,33,20,3,260
max,68,115,30,17,3,18
min,68,115,30,17,3,82
rnd,68,115,30,17,3,25
max,68,115,38,4,2,5
min,68,115,38,4,2,13
rnd,68,115,38,4,2,9
max,68,115,20,3,2,4
min,68,115,20,3,2,7
rnd,68,115,20,3,2,4
max,68,115,29,26,3,88
max,68,115,28,5,2,6
min,68,115,28,5,2,8
rnd,68,115,28,5,2,6
max,68,115,30,9,2,21
min,68,115,30,9,2,31
rnd,68,115,30,9,2,39
max,68,115,34,12,3,13
min,68,115,34,12,3,18
rnd,68,115,34,12,3,17
max,68,115,18,3,2,4
min,68,115,18,3,2,7
rnd,68,115,18,3,2,4
max,68,115,17,3,2,4
min,68,115,17,3,2,4
rnd,68,115,17,3,2,4
max,68,115,33,24,4,118
min,68,115,33,24,4,1095
rnd,68,115,33,24,4,326
max,68,115,32,5,2,10
min,68,115,32,5,2,15
rnd,68,115,32,5,2,9
max,68,115,33,8,3,14
min,68,115,33,8,3,61
rnd,68,115,33,8,3,26
max,68,115,24,7,3,15
min,68,115,24,7,3,34
rnd,68,115,24,7,3,21
max,68,115,19,3,2,4
min,68,115,19,3,2,7
rnd,68,115,19,3,2,4
max,68,115,18,4,2,7
min,68,115,18,4,2,9
rnd,68,115,18,4,2,8
max,68,115,35,14,3,31
min,68,115,35,14,3,1103
rnd,68,115,35,14,3,158
max,68,115,24,7,2,8
min,68,115,24,7,2,12
rnd,68,115,24,7,2,10
max,68,115,26,7,2,8
min,68,115,26,7,2,9
rnd,68,115,26,7,2,9
max,68,115,36,4,2,6
min,68,115,36,4,2,10
rnd,68,115,36,4,2,8
max,68,115,32,5,2,6
min,68,115,32,5,2,6
rnd,68,115,32,5,2,6
max,68,115,32,11,3,14
min,68,115,32,11,3,86
rnd,68,115,32,11,3,45
max,68,115,28,6,2,9
min,68,115,28,6,2,32
rnd,68,115,28,6,2,11
max,68,115,32,4,2,5
min,68,115,32,4,2,11
rnd,68,115,32,4,2,8
max,68,115,29,4,2,7
min,68,115,29,4,2,12
rnd,68,115,29,4,2,10
max,68,115,33,12,3,23
min,68,115,33,12,3,78
rnd,68,115,33,12,3,59
max,68,115,26,5,2,6
min,68,115,26,5,2,16
rnd,68,115,26,5,2,11
max,68,115,16,5,2,6
min,68,115,16,5,2,6
rnd,68,115,16,5,2,6
max,68,115,26,7,2,8
min,68,115,26,7,2,16
rnd,68,115,26,7,2,12
max,68,115,35,9,3,34
min,68,115,35,9,3,64
rnd,68,115,35,9,3,50
max,68,115,36,11,3,37
min,68,115,36,11,3,167
rnd,68,115,36,11,3,96
max,68,115,25,2,2,3
min,68,115,25,2,2,4
rnd,68,115,25,2,2,3
max,68,115,25,3,2,4
min,68,115,25,3,2,7
rnd,68,115,25,3,2,4
max,68,115,8,2,2,3
min,68,115,8,2,2,4
rnd,68,115,8,2,2,3
max,68,115,40,12,4,15
min,68,115,40,12,4,20
rnd,68,115,40,12,4,21
max,68,115,28,9,3,32
min,68,115,28,9,3,211
rnd,68,115,28,9,3,113
max,68,115,23,6,2,8
min,68,115,23,6,2,15
rnd,68,115,23,6,2,12
max,68,115,21,4,2,5
min,68,115,21,4,2,5
rnd,68,115,21,4,2,5
max,68,115,22,36,3,96
rnd,68,115,22,36,3,679
max,68,115,39,12,2,25
min,68,115,39,12,2,33
rnd,68,115,39,12,2,23
max,68,115,28,10,2,23
min,68,115,28,10,2,37
rnd,68,115,28,10,2,32
max,68,115,25,3,2,4
min,68,115,25,3,2,8
rnd,68,115,25,3,2,4
max,68,115,14,2,2,3
min,68,115,14,2,2,4
rnd,68,115,14,2,2,3
max,68,115,25,12,3,35
min,68,115,25,12,3,95
rnd,68,115,25,12,3,63
max,68,115,40,3,2,4
min,68,115,40,3,2,4
rnd,68,115,40,3,2,4
max,68,115,38,22,3,70
min,68,115,38,22,3,213
rnd,68,115,38,22,3,126
max,68,115,38,28,4,64
rnd,68,115,38,28,4,835
max,68,115,36,31,3,96
rnd,68,115,36,31,3,123
max,68,115,26,3,2,7
min,68,115,26,3,2,8
rnd,68,115,26,3,2,6
max,68,115,40,15,4,56
min,68,115,40,15,4,1273
rnd,68,115,40,15,4,199
max,68,115,38,15,3,41
min,68,115,38,15,3,71
rnd,68,115,38,15,3,143
max,68,115,19,2,2,3
min,68,115,19,2,2,4
rnd,68,115,19,2,2,4
max,68,115,26,5,2,6
min,68,115,26,5,2,6
rnd,68,115,26,5,2,6
max,68,115,29,8,2,17
min,68,115,29,8,2,33
rnd,68,115,29,8,2,20
max,68,115,35,26,5,113
rnd,68,115,35,26,5,363
max,68,115,36,15,4,34
min,68,115,36,15,4,599
rnd,68,115,36,15,4,109
max,68,115,34,4,2,5
min,68,115,34,4,2,11
rnd,68,115,34,4,2,5
max,68,115,33,10,3,83
min,68,115,33,10,3,688
rnd,68,115,33,10,3,318
max,68,115,31,3,2,6
min,68,115,31,3,2,8
rnd,68,115,31,3,2,7
max,68,115,19,8,3,11
min,68,115,19,8,3,22
rnd,68,115,19,8,3,16
max,68,115,34,3,2,4
min,68,115,34,3,2,6
rnd,68,115,34,3,2,5
max,68,115,29,5,2,10
min,68,115,29,5,2,15
rnd,68,115,29,5,2,12
max,68,115,23,2,2,3
min,68,115,23,2,2,4
rnd,68,115,23,2,2,3
max,68,115,25,3,2,4
min,68,115,25,3,2,6
rnd,68,115,25,3,2,4
max,68,115,25,24,2,26
min,68,115,25,24,2,169
rnd,68,115,25,24,2,28
max,68,115,33,18,5,37
min,68,115,33,18,5,219
rnd,68,115,33,18,5,103
max,68,115,29,18,4,56
rnd,68,115,29,18,4,513
max,68,115,37,10,2,19
min,68,115,37,10,2,57
rnd,68,115,37,10,2,19
max,68,115,28,3,2,7
min,68,115,28,3,2,7
rnd,68,115,28,3,2,7
max,68,115,23,7,2,16
min,68,115,23,7,2,23
rnd,68,115,23,7,2,20
max,68,115,35,10,2,11
min,68,115,35,10,2,17
rnd,68,115,35,10,2,14
max,68,115,19,2,2,3
min,68,115,19,2,2,4
rnd,68,115,19,2,2,3
max,68,115,34,12,2,17
min,68,115,34,12,2,43
rnd,68,115,34,12,2,18
max,68,115,29,11,3,15
min,68,115,29,11,3,66
rnd,68,115,29,11,3,31
max,68,115,30,28,4,127
min,68,115,30,28,4,1560
rnd,68,115,30,28,4,232
max,68,115,32,8,3,29
min,68,115,32,8,3,136
rnd,68,115,32,8,3,74
max,68,115,26,11,3,13
min,68,115,26,11,3,31
rnd,68,115,26,11,3,17
max,68,115,28,8,3,14
min,68,115,28,8,3,37
rnd,68,115,28,8,3,16
max,68,115,39,16,3,30
min,68,115,39,16,3,67
rnd,68,115,39,16,3,45
max,68,115,40,47,4,203
max,68,115,40,5,2,6
min,68,115,40,5,2,6
rnd,68,115,40,5,2,6
max,68,115,27,8,2,10
min,68,115,27,8,2,32
rnd,68,115,27,8,2,23
max,68,115,32,9,2,10
min,68,115,32,9,2,56
rnd,68,115,32,9,2,22
max,68,115,38,11,3,22
min,68,115,38,11,3,342
rnd,68,115,38,11,3,73
max,68,115,37,15,4,16
min,68,115,37,15,4,17
rnd,68,115,37,15,4,17
max,68,115,12,3,2,4
min,68,115,12,3,2,7
rnd,68,115,12,3,2,5
max,68,115,38,9,2,12
min,68,115,38,9,2,55
rnd,68,115,38,9,2,15
max,68,115,31,3,2,4
min,68,115,31,3,2,6
rnd,68,115,31,3,2,4
max,68,115,21,16,3,92
min,68,115,21,16,3,307
rnd,68,115,21,16,3,60
max,68,115,36,8,2,11
min,68,115,36,8,2,19
rnd,68,115,36,8,2,16
max,68,115,37,32,6,583
rnd,68,115,37,32,6,1279
max,68,115,35,48,3,74
rnd,68,115,35,48,3,195
max,68,115,36,4,2,5
min,68,115,36,4,2,5
rnd,68,115,36,4,2,5
max,68,115,39,20,4,50
rnd,68,115,39,20,4,852
max,68,115,31,14,4,96
min,68,115,31,14,4,1183
rnd,68,115,31,14,4,351
max,68,115,19,4,2,5
min,68,115,19,4,2,11
rnd,68,115,19,4,2,10
max,68,115,32,4,2,9
min,68,115,32,4,2,7
rnd,68,115,32,4,2,7
max,68,115,40,7,2,9
min,68,115,40,7,2,17
rnd,68,115,40,7,2,9
max,68,115,31,6,2,13
min,68,115,31,6,2,19
rnd,68,115,31,6,2,14
max,68,115,15,5,2,6
min,68,115,15,5,2,6
rnd,68,115,15,5,2,6
max,68,115,20,3,2,4
min,68,115,20,3,2,4
rnd,68,115,20,3,2,4
max,68,115,29,35,3,168
max,68,115,30,6,2,8
min,68,115,30,6,2,20
rnd,68,115,30,6,2,10
max,68,115,22,3,2,5
min,68,115,22,3,2,8
rnd,68,115,22,3,2,5
max,68,115,37,35,4,156
min,68,115,37,35,4,1161
rnd,68,115,37,35,4,255
max,68,115,31,5,2,7
min,68,115,31,5,2,20
rnd,68,115,31,5,2,10
max,68,115,17,3,2,4
min,68,115,17,3,2,6
rnd,68,115,17,3,2,5
max,68,115,31,19,3,30
min,68,115,31,19,3,112
rnd,68,115,31,19,3,80
max,68,115,31,21,4,111
min,68,115,31,21,4,1329
rnd,68,115,31,21,4,384
max,68,115,39,5,2,6
min,68,115,39,5,2,6
rnd,68,115,39,5,2,6
max,68,115,33,3,2,4
min,68,115,33,3,2,4
rnd,68,115,33,3,2,4
max,68,115,13,11,3,13
min,68,115,13,11,3,43
rnd,68,115,13,11,3,45
max,68,115,28,9,3,13
min,68,115,28,9,3,48
rnd,68,115,28,9,3,21
max,68,115,40,8,2,13
min,68,115,40,8,2,16
rnd,68,115,40,8,2,14
max,68,115,33,25,4,91
min,68,115,33,25,4,1079
rnd,68,115,33,25,4,143
max,68,115,34,5,2,6
min,68,115,34,5,2,11
rnd,68,115,34,5,2,6
max,68,115,34,19,3,34
min,68,115,34,19,3,305
rnd,68,115,34,19,3,244
max,68,115,33,2,2,3
min,68,115,33,2,2,4
rnd,68,115,33,2,2,3
max,68,115,22,7,2,15
min,68,115,22,7,2,51
rnd,68,115,22,7,2,51
max,68,115,31,8,2,10
min,68,115,31,8,2,32
rnd,68,115,31,8,2,17
max,68,115,34,5,2,9
min,68,115,34,5,2,21
rnd,68,115,34,5,2,9
max,68,115,24,2,2,3
min,68,115,24,2,2,3
rnd,68,115,24,2,2,3
max,68,115,32,19,5,115
rnd,68,115,32,19,5,1218
max,68,115,34,11,3,20
min,68,115,34,11,3,147
rnd,68,115,34,11,3,61
max,68,115,38,12,4,21
min,68,115,38,12,4,32
rnd,68,115,38,12,4,19
max,68,115,31,15,4,24
min,68,115,31,15,4,459
rnd,68,115,31,15,4,41
max,68,115,35,22,3,54
min,68,115,35,22,3,85
rnd,68,115,35,22,3,421
max,68,115,32,34,4,67
min,68,115,32,34,4,154
rnd,68,115,32,34,4,105
max,68,115,28,2,2,3
min,68,115,28,2,2,4
rnd,68,115,28,2,2,4
max,68,115,33,14,2,30
min,68,115,33,14,2,327
rnd,68,115,33,14,2,149
max,68,115,40,6,2,7
min,68,115,40,6,2,9
rnd,68,115,40,6,2,7
max,68,115,28,2,2,3
min,68,115,28,2,2,3
rnd,68,115,28,2,2,3
max,68,115,35,4,2,6
min,68,115,35,4,2,9
rnd,68,115,35,4,2,6
max,68,115,34,9,2,11
min,68,115,34,9,2,40
rnd,68,115,34,9,2,22
max,68,115,37,9,3,12
min,68,115,37,9,3,15
rnd,68,115,37,9,3,14
max,68,115,40,24,4,185
max,68,115,40,20,2,32
min,68,115,40,20,2,603
rnd,68,115,40,20,2,90
max,68,115,32,24,3,51
min,68,115,32,24,3,380
rnd,68,115,32,24,3,76
max,68,115,38,6,3,7
min,68,115,38,6,3,10
rnd,68,115,38,6,3,8
max,68,115,34,6,3,9
min,68,115,34,6,3,9
rnd,68,115,34,6,3,8
max,68,115,39,4,2,6
min,68,115,39,4,2,11
rnd,68,115,39,4,2,6
max,68,115,34,42,6,619
max,68,115,40,8,3,22
min,68,115,40,8,3,122
rnd,68,115,40,8,3,62
max,68,115,31,15,4,51
min,68,115,31,15,4,93
rnd,68,115,31,15,4,109
max,68,115,16,2,2,3
min,68,115,16,2,2,4
rnd,68,115,16,2,2,4
max,68,115,39,18,3,28
min,68,115,39,18,3,55
rnd,68,115,39,18,3,48
max,68,115,33,12,3,40
min,68,115,33,12,3,195
rnd,68,115,33,12,3,75
max,68,115,28,5,2,10
min,68,115,28,5,2,16
rnd,68,115,28,5,2,9
max,68,115,28,4,2,5
min,68,115,28,4,2,10
rnd,68,115,28,4,2,6
max,68,115,29,4,2,5
min,68,115,29,4,2,10
rnd,68,115,29,4,2,6
max,68,115,27,5,2,11
min,68,115,27,5,2,24
rnd,68,115,27,5,2,14
max,68,115,34,12,3,28
min,68,115,34,12,3,124
rnd,68,115,34,12,3,95
max,68,115,29,3,2,4
min,68,115,29,3,2,5
rnd,68,115,29,3,2,6
max,68,115,26,4,2,5
min,68,115,26,4,2,5
rnd,68,115,26,4,2,5
max,68,115,26,4,2,5
min,68,115,26,4,2,9
rnd,68,115,26,4,2,8
max,68,115,40,49,3,52
min,68,115,40,49,3,201
rnd,68,115,40,49,3,56
max,68,115,36,20,3,29
min,68,115,36,20,3,116
rnd,68,115,36,20,3,30
max,68,115,37,15,3,30
min,68,115,37,15,3,67
rnd,68,115,37,15,3,60
max,68,115,38,17,5,51
