type,n,m,t,otps,cmps,iters
max,68,115,29,4,2,5
min,68,115,29,4,2,6
rnd,68,115,29,4,2,6
max,68,115,38,41,4,43
rnd,68,115,38,41,4,578
max,68,115,30,4,2,5
min,68,115,30,4,2,7
rnd,68,115,30,4,2,5
max,68,115,40,5,2,9
min,68,115,40,5,2,14
rnd,68,115,40,5,2,10
max,68,115,28,14,4,27
min,68,115,28,14,4,513
rnd,68,115,28,14,4,84
max,68,115,36,18,3,62
min,68,115,36,18,3,1135
rnd,68,115,36,18,3,1331
max,68,115,33,9,4,19
min,68,115,33,9,4,107
rnd,68,115,33,9,4,28
max,68,115,22,2,2,3
min,68,115,22,2,2,4
rnd,68,115,22,2,2,4
max,68,115,40,26,2,74
min,68,115,40,26,2,123
rnd,68,115,40,26,2,205
max,68,115,19,3,2,4
min,68,115,19,3,2,7
rnd,68,115,19,3,2,7
max,68,115,27,9,3,85
min,68,115,27,9,3,119
rnd,68,115,27,9,3,178
max,68,115,24,5,2,6
min,68,115,24,5,2,6
rnd,68,115,24,5,2,6
max,68,115,31,5,3,7
min,68,115,31,5,3,11
rnd,68,115,31,5,3,7
max,68,115,23,2,2,3
min,68,115,23,2,2,3
rnd,68,115,23,2,2,3
max,68,115,30,2,2,3
min,68,115,30,2,2,3
rnd,68,115,30,2,2,3
max,68,115,28,9,2,20
min,68,115,28,9,2,49
rnd,68,115,28,9,2,58
max,68,115,30,3,2,4
min,68,115,30,3,2,7
rnd,68,115,30,3,2,4
max,68,115,27,6,2,7
min,68,115,27,6,2,7
rnd,68,115,27,6,2,7
max,68,115,30,6,3,9
min,68,115,30,6,3,14
rnd,68,115,30,6,3,13
max,68,115,28,5,2,12
min,68,115,28,5,2,16
rnd,68,115,28,5,2,13
max,68,115,33,12,3,88
min,68,115,33,12,3,350
rnd,68,115,33,12,3,170
max,68,115,34,10,3,34
min,68,115,34,10,3,231
rnd,68,115,34,10,3,113
max,68,115,19,2,2,3
min,68,115,19,2,2,4
rnd,68,115,19,2,2,4
max,68,115,37,20,3,67
min,68,115,37,20,3,343
rnd,68,115,37,20,3,226
max,68,115,37,8,2,14
min,68,115,37,8,2,21
rnd,68,115,37,8,2,44
max,68,115,40,4,2,5
min,68,115,40,4,2,7
rnd,68,115,40,4,2,5
max,68,115,30,9,3,15
min,68,115,30,9,3,42
rnd,68,115,30,9,3,19
max,68,115,32,3,2,4
min,68,115,32,3,2,4
rnd,68,115,32,3,2,4
max,68,115,27,9,3,23
min,68,115,27,9,3,57
rnd,68,115,27,9,3,40
max,68,115,27,6,2,7
min,68,115,27,6,2,7
rnd,68,115,27,6,2,7
max,68,115,30,12,2,29
min,68,115,30,12,2,45
rnd,68,115,30,12,2,49
max,68,115,35,33,6,423
max,68,115,36,36,5,151
rnd,68,115,36,36,5,1110
max,68,115,31,7,3,11
min,68,115,31,7,3,13
rnd,68,115,31,7,3,13
max,68,115,25,3,2,4
min,68,115,25,3,2,7
rnd,68,115,25,3,2,4
max,68,115,29,5,2,10
min,68,115,29,5,2,30
rnd,68,115,29,5,2,15
max,68,115,39,41,6,159
rnd,68,115,39,41,6,310
max,68,115,28,4,2,9
min,68,115,28,4,2,9
rnd,68,115,28,4,2,9
max,68,115,40,43,5,331
max,68,115,35,2,2,3
min,68,115,35,2,2,4
rnd,68,115,35,2,2,4
max,68,115,11,3,2,6
min,68,115,11,3,2,5
rnd,68,115,11,3,2,4
max,68,115,35,5,2,9
min,68,115,35,5,2,22
rnd,68,115,35,5,2,19
max,68,115,31,9,3,10
min,68,115,31,9,3,10
rnd,68,115,31,9,3,10
max,68,115,30,2,2,3
min,68,115,30,2,2,3
rnd,68,115,30,2,2,3
max,68,115,32,9,3,28
min,68,115,32,9,3,205
rnd,68,115,32,9,3,74
max,68,115,37,6,2,7
min,68,115,37,6,2,15
rnd,68,115,37,6,2,11
max,68,115,21,3,2,4
min,68,115,21,3,2,4
rnd,68,115,21,3,2,4
max,68,115,34,33,4,348
rnd,68,115,34,33,4,369
max,68,115,29,7,2,8
min,68,115,29,7,2,25
rnd,68,115,29,7,2,13
max,68,115,21,4,2,5
min,68,115,21,4,2,13
rnd,68,115,21,4,2,6
max,68,115,36,14,2,20
min,68,115,36,14,2,38
rnd,68,115,36,14,2,32
max,68,115,38,7,2,11
min,68,115,38,7,2,11
rnd,68,115,38,7,2,14
max,68,115,25,7,2,9
min,68,115,25,7,2,13
rnd,68,115,25,7,2,10
max,68,115,29,31,5,215
min,68,115,29,31,5,351
max,68,115,27,6,2,7
min,68,115,27,6,2,8
rnd,68,115,27,6,2,8
max,68,115,26,3,2,6
min,68,115,26,3,2,8
rnd,68,115,26,3,2,8
max,68,115,37,13,4,55
min,68,115,37,13,4,126
rnd,68,115,37,13,4,42
max,68,115,28,7,3,25
min,68,115,28,7,3,92
rnd,68,115,28,7,3,65
max,68,115,34,7,3,12
min,68,115,34,7,3,19
rnd,68,115,34,7,3,20
max,68,115,32,5,2,7
min,68,115,32,5,2,9
rnd,68,115,32,5,2,11
max,68,115,36,14,3,23
min,68,115,36,14,3,104
rnd,68,115,36,14,3,46
max,68,115,34,21,3,30
min,68,115,34,21,3,78
rnd,68,115,34,21,3,103
max,68,115,35,29,4,109
rnd,68,115,35,29,4,317
max,68,115,21,5,3,6
min,68,115,21,5,3,14
rnd,68,115,21,5,3,12
max,68,115,33,13,3,16
min,68,115,33,13,3,32
rnd,68,115,33,13,3,24
max,68,115,40,2,2,3
min,68,115,40,2,2,4
rnd,68,115,40,2,2,4
max,68,115,26,8,3,32
min,68,115,26,8,3,99
rnd,68,115,26,8,3,38
max,68,115,35,7,2,11
min,68,115,35,7,2,26
rnd,68,115,35,7,2,14
max,68,115,35,4,2,6
min,68,115,35,4,2,11
rnd,68,115,35,4,2,7
max,68,115,14,6,2,8
min,68,115,14,6,2,15
rnd,68,115,14,6,2,12
max,68,115,31,5,2,6
min,68,115,31,5,2,14
rnd,68,115,31,5,2,7
max,68,115,26,7,2,12
min,68,115,26,7,2,26
rnd,68,115,26,7,2,18
max,68,115,31,4,2,5
min,68,115,31,4,2,5
rnd,68,115,31,4,2,5
max,68,115,28,4,2,6
min,68,115,28,4,2,9
rnd,68,115,28,4,2,8
max,68,115,34,14,3,37
min,68,115,34,14,3,914
rnd,68,115,34,14,3,47
max,68,115,37,26,4,114
rnd,68,115,37,26,4,564
max,68,115,32,3,2,4
min,68,115,32,3,2,5
rnd,68,115,32,3,2,4
max,68,115,27,6,2,10
min,68,115,27,6,2,26
rnd,68,115,27,6,2,13
max,68,115,20,7,2,12
min,68,115,20,7,2,60
rnd,68,115,20,7,2,21
max,68,115,33,5,2,6
min,68,115,33,5,2,6
rnd,68,115,33,5,2,6
max,68,115,28,15,3,38
min,68,115,28,15,3,365
rnd,68,115,28,15,3,245
max,68,115,19,3,2,4
min,68,115,19,3,2,4
rnd,68,115,19,3,2,4
max,68,115,35,26,4,108
max,68,115,22,2,2,3
min,68,115,22,2,2,4
rnd,68,115,22,2,2,3
max,68,115,30,14,2,28
min,68,115,30,14,2,68
rnd,68,115,30,14,2,38
max,68,115,36,8,2,12
min,68,115,36,8,2,47
rnd,68,115,36,8,2,23
max,68,115,22,3,2,4
min,68,115,22,3,2,5
rnd,68,115,22,3,2,6
max,68,115,26,12,3,47
min,68,115,26,12,3,83
rnd,68,115,26,12,3,81
max,68,115,37,24,5,61
min,68,115,37,24,5,356
rnd,68,115,37,24,5,285
max,68,115,15,5,2,6
min,68,115,15,5,2,16
rnd,68,115,15,5,2,11
max,68,115,37,18,5,19
min,68,115,37,18,5,22
rnd,68,115,37,18,5,21
max,68,115,27,3,2,4
min,68,115,27,3,2,7
rnd,68,115,27,3,2,7
max,68,115,18,2,2,3
min,68,115,18,2,2,3
rnd,68,115,18,2,2,3
max,68,115,23,3,2,4
min,68,115,23,3,2,6
rnd,68,115,23,3,2,5
max,68,115,38,50,6,137
rnd,68,115,38,50,6,532
max,68,115,32,3,2,6
min,68,115,32,3,2,5
rnd,68,115,32,3,2,6
max,68,115,34,12,3,39
min,68,115,34,12,3,215
rnd,68,115,34,12,3,34
max,68,115,36,10,3,11
min,68,115,36,10,3,16
rnd,68,115,36,10,3,11
max,68,115,32,6,2,7
min,68,115,32,6,2,13
rnd,68,115,32,6,2,10
max,68,115,35,11,3,17
min,68,115,35,11,3,155
rnd,68,115,35,11,3,51
max,68,115,27,3,2,4
min,68,115,27,3,2,6
rnd,68,115,27,3,2,5
max,68,115,24,2,2,3
min,68,115,24,2,2,3
rnd,68,115,24,2,2,3
max,68,115,30,22,2,61
min,68,115,30,22,2,2240
rnd,68,115,30,22,2,596
max,68,115,31,15,3,19
min,68,115,31,15,3,40
rnd,68,115,31,15,3,30
max,68,115,31,2,2,3
min,68,115,31,2,2,4
rnd,68,115,31,2,2,4
max,68,115,10,2,2,3
min,68,115,10,2,2,4
rnd,68,115,10,2,2,3
max,68,115,30,4,2,5
min,68,115,30,4,2,5
rnd,68,115,30,4,2,5
max,68,115,35,2,2,3
min,68,115,35,2,2,3
rnd,68,115,35,2,2,3
max,68,115,37,25,5,800
max,68,115,30,3,2,4
min,68,115,30,3,2,4
rnd,68,115,30,3,2,4
max,68,115,40,27,5,350
rnd,68,115,40,27,5,181
max,68,115,29,11,3,19
min,68,115,29,11,3,100
rnd,68,115,29,11,3,53
max,68,115,37,3,2,5
min,68,115,37,3,2,7
rnd,68,115,37,3,2,5
max,68,115,38,4,2,6
min,68,115,38,4,2,16
rnd,68,115,38,4,2,15
max,68,115,39,8,2,12
min,68,115,39,8,2,20
rnd,68,115,39,8,2,12
max,68,115,28,4,2,6
min,68,115,28,4,2,12
rnd,68,115,28,4,2,9
max,68,115,37,22,3,58
rnd,68,115,37,22,3,1037
max,68,115,30,20,2,24
min,68,115,30,20,2,84
rnd,68,115,30,20,2,58
max,68,115,40,39,3,45
min,68,115,40,39,3,196
rnd,68,115,40,39,3,52
max,68,115,40,24,4,83
min,68,115,40,24,4,328
rnd,68,115,40,24,4,178
max,68,115,39,10,3,11
min,68,115,39,10,3,21
rnd,68,115,39,10,3,16
max,68,115,33,8,3,15
min,68,115,33,8,3,15
rnd,68,115,33,8,3,15
max,68,115,28,4,2,7
min,68,115,28,4,2,13
rnd,68,115,28,4,2,10
max,68,115,25,13,2,26
min,68,115,25,13,2,292
rnd,68,115,25,13,2,45
max,68,115,22,8,2,11
min,68,115,22,8,2,122
rnd,68,115,22,8,2,23
max,68,115,32,14,3,43
min,68,115,32,14,3,169
rnd,68,115,32,14,3,117
max,68,115,27,7,3,8
min,68,115,27,7,3,10
rnd,68,115,27,7,3,9
max,68,115,33,2,2,3
min,68,115,33,2,2,3
rnd,68,115,33,2,2,3
max,68,115,37,4,2,5
min,68,115,37,4,2,5
rnd,68,115,37,4,2,5
max,68,115,30,2,2,3
min,68,115,30,2,2,4
rnd,68,115,30,2,2,4
max,68,115,15,6,2,7
min,68,115,15,6,2,11
rnd,68,115,15,6,2,9
max,68,115,36,8,2,9
min,68,115,36,8,2,15
rnd,68,115,36,8,2,11
max,68,115,34,13,2,20
min,68,115,34,13,2,161
rnd,68,115,34,13,2,46
max,68,115,39,5,2,6
min,68,115,39,5,2,17
rnd,68,115,39,5,2,11
max,68,115,37,16,4,21
min,68,115,37,16,4,733
rnd,68,115,37,16,4,53
max,68,115,30,6,2,9
min,68,115,30,6,2,13
rnd,68,115,30,6,2,9
max,68,115,34,5,2,6
min,68,115,34,5,2,7
rnd,68,115,34,5,2,6
max,68,115,33,10,3,25
min,68,115,33,10,3,64
rnd,68,115,33,10,3,28
max,68,115,31,9,2,13
min,68,115,31,9,2,68
rnd,68,115,31,9,2,92
max,68,115,39,11,2,19
min,68,115,39,11,2,95
rnd,68,115,39,11,2,46
max,68,115,30,4,2,6
min,68,115,30,4,2,11
rnd,68,115,30,4,2,6
max,68,115,34,13,3,16
min,68,115,34,13,3,68
rnd,68,115,34,13,3,23
max,68,115,38,5,2,9
min,68,115,38,5,2,15
rnd,68,115,38,5,2,14
max,68,115,28,4,2,5
min,68,115,28,4,2,8
rnd,68,115,28,4,2,8
max,68,115,21,10,2,13
min,68,115,21,10,2,35
rnd,68,115,21,10,2,30
max,68,115,37,4,2,7
min,68,115,37,4,2,7
rnd,68,115,37,4,2,5
max,68,115,33,4,2,6
min,68,115,33,4,2,6
rnd,68,115,33,4,2,7
max,68,115,29,10,3,50
min,68,115,29,10,3,100
rnd,68,115,29,10,3,164
max,68,115,25,7,3,10
min,68,115,25,7,3,44
rnd,68,115,25,7,3,41
max,68,115,28,10,2,28
min,68,115,28,10,2,60
rnd,68,115,28,10,2,27
max,68,115,31,14,4,62
min,68,115,31,14,4,1404
rnd,68,115,31,14,4,225
max,68,115,37,5,2,6
min,68,115,37,5,2,14
rnd,68,115,37,5,2,7
max,68,115,33,8,2,9
min,68,115,33,8,2,14
rnd,68,115,33,8,2,9
max,68,115,27,12,4,65
min,68,115,27,12,4,289
rnd,68,115,27,12,4,164
max,68,115,12,2,2,3
min,68,115,12,2,2,4
rnd,68,115,12,2,2,4
max,68,115,39,6,3,7
min,68,115,39,6,3,11
rnd,68,115,39,6,3,8
max,68,115,28,11,2,22
min,68,115,28,11,2,36
rnd,68,115,28,11,2,23
max,68,115,35,20,3,37
min,68,115,35,20,3,1112
rnd,68,115,35,20,3,50
max,68,115,24,2,2,3
min,68,115,24,2,2,4
rnd,68,115,24,2,2,4
max,68,115,16,3,2,4
min,68,115,16,3,2,4
rnd,68,115,16,3,2,4
max,68,115,38,19,3,94
rnd,68,115,38,19,3,379
max,68,115,34,15,3,16
min,68,115,34,15,3,16
rnd,68,115,34,15,3,16
max,68,115,36,3,2,4
min,68,115,36,3,2,6
rnd,68,115,36,3,2,6
max,68,115,23,7,2,15
min,68,115,23,7,2,37
rnd,68,115,23,7,2,24
max,68,115,40,5,3,7
min,68,115,40,5,3,20
rnd,68,115,40,5,3,20
max,68,115,36,8,2,13
min,68,115,36,8,2,45
rnd,68,115,36,8,2,33
max,68,115,26,3,2,6
min,68,115,26,3,2,8
rnd,68,115,26,3,2,8
max,68,115,40,3,2,4
min,68,115,40,3,2,4
rnd,68,115,40,3,2,4
max,68,115,31,5,2,8
min,68,115,31,5,2,17
rnd,68,115,31,5,2,11
max,68,115,26,4,2,5
min,68,115,26,4,2,7
rnd,68,115,26,4,2,5
max,68,115,35,14,4,43
min,68,115,35,14,4,423
rnd,68,115,35,14,4,93
max,68,115,21,6,2,8
min,68,115,21,6,2,18
rnd,68,115,21,6,2,8
max,68,115,33,35,4,84
max,68,115,23,8,2,9
min,68,115,23,8,2,11
rnd,68,115,23,8,2,10
max,68,115,26,6,2,14
min,68,115,26,6,2,16
rnd,68,115,26,6,2,13
max,68,115,34,3,2,4
min,68,115,34,3,2,4
rnd,68,115,34,3,2,4
max,68,115,11,4,2,7
min,68,115,11,4,2,12
rnd,68,115,11,4,2,9
max,68,115,26,23,2,59
min,68,115,26,23,2,214
rnd,68,115,26,23,2,103
max,68,115,32,14,3,34
min,68,115,32,14,3,82
rnd,68,115,32,14,3,46
max,68,115,30,10,3,44
min,68,115,30,10,3,190
rnd,68,115,30,10,3,133
max,68,115,35,33,4,122
rnd,68,115,35,33,4,99
max,68,115,36,8,3,10
min,68,115,36,8,3,68
rnd,68,115,36,8,3,17
max,68,115,24,2,2,3
min,68,115,24,2,2,4
rnd,68,115,24,2,2,3
max,68,115,34,9,2,13
min,68,115,34,9,2,35
rnd,68,115,34,9,2,26
max,68,115,38,27,4,394
rnd,68,115,38,27,4,411
max,68,115,32,18,5,44
min,68,115,32,18,5,165
rnd,68,115,32,18,5,51
max,68,115,19,11,2,20
min,68,115,19,11,2,304
rnd,68,115,19,11,2,147
max,68,115,31,6,2,7
min,68,115,31,6,2,17
rnd,68,115,31,6,2,7
max,68,115,34,3,2,4
min,68,115,34,3,2,7
rnd,68,115,34,3,2,7
max,68,115,25,10,3,15
min,68,115,25,10,3,21
rnd,68,115,25,10,3,12
max,68,115,28,9,3,10
min,68,115,28,9,3,13
rnd,68,115,28,9,3,10
max,68,115,26,3,2,4
min,68,115,26,3,2,4
rnd,68,115,26,3,2,4
max,68,115,40,16,3,49
min,68,115,40,16,3,69
rnd,68,115,40,16,3,58
max,68,115,38,8,3,16
min,68,115,38,8,3,26
rnd,68,115,38,8,3,19
max,68,115,23,2,2,3
min,68,115,23,2,2,4
rnd,68,115,23,2,2,3
max,68,115,25,13,3,20
min,68,115,25,13,3,178
rnd,68,115,25,13,3,28
max,68,115,22,5,2,7
min,68,115,22,5,2,9
rnd,68,115,22,5,2,9
max,68,115,28,9,2,16
min,68,115,28,9,2,35
rnd,68,115,28,9,2,31
max,68,115,29,3,2,5
min,68,115,29,3,2,7
rnd,68,115,29,3,2,5
max,68,115,29,6,2,8
min,68,115,29,6,2,27
rnd,68,115,29,6,2,13
max,68,115,38,25,5,119
min,68,115,38,25,5,1495
rnd,68,115,38,25,5,1606
max,68,115,19,4,2,5
min,68,115,19,4,2,10
rnd,68,115,19,4,2,5
max,68,115,34,9,3,31
min,68,115,34,9,3,136
rnd,68,115,34,9,3,46
max,68,115,32,10,2,16
min,68,115,32,10,2,73
rnd,68,115,32,10,2,25
max,68,115,39,6,2,8
min,68,115,39,6,2,19
rnd,68,115,39,6,2,11
max,68,115,37,11,3,24
min,68,115,37,11,3,529
rnd,68,115,37,11,3,146
max,68,115,36,5,2,6
min,68,115,36,5,2,14
rnd,68,115,36,5,2,6
max,68,115,38,21,3,56
min,68,115,38,21,3,1213
rnd,68,115,38,21,3,513
max,68,115,27,3,2,4
min,68,115,27,3,2,7
rnd,68,115,27,3,2,5
max,68,115,19,4,2,5
min,68,115,19,4,2,5
rnd,68,115,19,4,2,5
max,68,115,32,8,2,13
min,68,115,32,8,2,40
rnd,68,115,32,8,2,19
max,68,115,35,14,2,20
min,68,115,35,14,2,132
rnd,68,115,35,14,2,50
max,68,115,32,16,3,29
min,68,115,32,16,3,84
rnd,68,115,32,16,3,41
max,68,115,32,15,4,56
min,68,115,32,15,4,352
rnd,68,115,32,15,4,92
max,68,115,31,8,2,9
min,68,115,31,8,2,15
rnd,68,115,31,8,2,11
max,68,115,38,15,4,16
min,68,115,38,15,4,21
rnd,68,115,38,15,4,26
max,68,115,26,5,2,10
min,68,115,26,5,2,17
rnd,68,115,26,5,2,14
max,68,115,37,13,4,19
min,68,115,37,13,4,67
rnd,68,115,37,13,4,28
max,68,115,26,6,3,8
min,68,115,26,6,3,14
rnd,68,115,26,6,3,14
max,68,115,36,8,2,17
min,68,115,36,8,2,58
rnd,68,115,36,8,2,36
max,68,115,32,10,3,27
min,68,115,32,10,3,261
rnd,68,115,32,10,3,41
max,68,115,30,9,3,30
min,68,115,30,9,3,34
rnd,68,115,30,9,3,47
max,68,115,35,3,2,5
min,68,115,35,3,2,6
rnd,68,115,35,3,2,6
max,68,115,37,19,3,41
min,68,115,37,19,3,339
rnd,68,115,37,19,3,89
max,68,115,34,8,3,13
min,68,115,34,8,3,26
rnd,68,115,34,8,3,19
max,68,115,19,2,2,3
min,68,115,19,2,2,4
rnd,68,115,19,2,2,3
max,68,115,32,2,2,3
min,68,115,32,2,2,3
rnd,68,115,32,2,2,3
max,68,115,24,4,2,5
min,68,115,24,4,2,5
rnd,68,115,24,4,2,5
max,68,115,21,4,2,6
min,68,115,21,4,2,9
rnd,68,115,21,4,2,6
max,68,115,14,3,2,6
min,68,115,14,3,2,8
rnd,68,115,14,3,2,6
max,68,115,38,19,4,20
min,68,115,38,19,4,50
rnd,68,115,38,19,4,46
max,68,115,23,7,2,17
min,68,115,23,7,2,34
rnd,68,115,23,7,2,18
max,68,115,22,9,3,22
min,68,115,22,9,3,50
rnd,68,115,22,9,3,51
max,68,115,25,3,2,4
min,68,115,25,3,2,6
rnd,68,115,25,3,2,6
max,68,115,25,4,2,5
min,68,115,25,4,2,5
rnd,68,115,25,4,2,5
max,68,115,28,3,2,6
min,68,115,28,3,2,8
rnd,68,115,28,3,2,7
max,68,115,37,15,4,27
min,68,115,37,15,4,118
rnd,68,115,37,15,4,43
max,68,115,39,37,4,116
rnd,68,115,39,37,4,314
max,68,115,38,28,4,253
max,68,115,25,6,3,7
min,68,115,25,6,3,7
rnd,68,115,25,6,3,7
max,68,115,33,4,2,5
min,68,115,33,4,2,5
rnd,68,115,33,4,2,5
max,68,115,31,11,3,42
min,68,115,31,11,3,937
rnd,68,115,31,11,3,195
max,68,115,34,3,2,5
min,68,115,34,3,2,6
rnd,68,115,34,3,2,5
max,68,115,40,19,5,73
rnd,68,115,40,19,5,372
max,68,115,27,5,2,10
min,68,115,27,5,2,20
rnd,68,115,27,5,2,12
max,68,115,27,3,2,5
min,68,115,27,3,2,6
rnd,68,115,27,3,2,5
max,68,115,22,5,2,6
min,68,115,22,5,2,10
rnd,68,115,22,5,2,7
max,68,115,21,11,2,12
min,68,115,21,11,2,91
rnd,68,115,21,11,2,32
max,68,115,31,11,3,27
min,68,115,31,11,3,237
rnd,68,115,31,11,3,48
max,68,115,34,10,3,19
min,68,115,34,10,3,112
rnd,68,115,34,10,3,24
max,68,115,34,2,2,3
min,68,115,34,2,2,4
rnd,68,115,34,2,2,3
max,68,115,28,5,2,8
min,68,115,28,5,2,13
rnd,68,115,28,5,2,7
max,68,115,20,6,3,14
min,68,115,20,6,3,45
rnd,68,115,20,6,3,24
max,68,115,26,3,2,4
min,68,115,26,3,2,4
rnd,68,115,26,3,2,4
max,68,115,17,3,2,6
min,68,115,17,3,2,7
rnd,68,115,17,3,2,7
max,68,115,23,4,2,5
min,68,115,23,4,2,10
rnd,68,115,23,4,2,6
max,68,115,37,16,3,26
min,68,115,37,16,3,54
rnd,68,115,37,16,3,35
max,68,115,32,7,2,9
min,68,115,32,7,2,16
rnd,68,115,32,7,2,14
max,68,115,37,6,2,12
min,68,115,37,6,2,10
rnd,68,115,37,6,2,14
max,68,115,23,3,2,7
min,68,115,23,3,2,7
rnd,68,115,23,3,2,7
max,68,115,23,6,2,9
min,68,115,23,6,2,17
rnd,68,115,23,6,2,10
max,68,115,14,3,2,7
min,68,115,14,3,2,8
rnd,68,115,14,3,2,8
max,68,115,25,8,3,11
min,68,115,25,8,3,27
rnd,68,115,25,8,3,13
max,68,115,40,23,5,246
max,68,115,39,25,4,124
rnd,68,115,39,25,4,1005
max,68,115,40,16,3,23
min,68,115,40,16,3,40
rnd,68,115,40,16,3,27
max,68,115,15,3,2,6
min,68,115,15,3,2,7
rnd,68,115,15,3,2,7
max,68,115,18,3,2,4
min,68,115,18,3,2,6
rnd,68,115,18,3,2,4
max,68,115,29,2,2,3
min,68,115,29,2,2,4
rnd,68,115,29,2,2,4
max,68,115,34,4,2,5
min,68,115,34,4,2,5
rnd,68,115,34,4,2,5
max,68,115,39,33,4,110
min,68,115,39,33,4,960
rnd,68,115,39,33,4,421
max,68,115,31,6,2,7
min,68,115,31,6,2,26
rnd,68,115,31,6,2,12
max,68,115,38,21,3,86
min,68,115,38,21,3,500
rnd,68,115,38,21,3,167
max,68,115,28,6,2,7
min,68,115,28,6,2,22
rnd,68,115,28,6,2,16
max,68,115,33,13,3,15
min,68,115,33,13,3,63
rnd,68,115,33,13,3,26
max,68,115,36,8,3,20
min,68,115,36,8,3,42
rnd,68,115,36,8,3,25
max,68,115,29,5,2,7
min,68,115,29,5,2,16
rnd,68,115,29,5,2,16
max,68,115,30,10,2,17
min,68,115,30,10,2,31
rnd,68,115,30,10,2,20
max,68,115,24,5,2,8
min,68,115,24,5,2,21
rnd,68,115,24,5,2,14
max,68,115,23,8,2,10
min,68,115,23,8,2,29
rnd,68,115,23,8,2,15
max,68,115,24,12,3,19
min,68,115,24,12,3,84
rnd,68,115,24,12,3,40
max,68,115,34,12,2,27
min,68,115,34,12,2,52
rnd,68,115,34,12,2,59
max,68,115,21,4,2,6
min,68,115,21,4,2,8
rnd,68,115,21,4,2,6
max,68,115,35,15,4,23
min,68,115,35,15,4,61
rnd,68,115,35,15,4,41
max,68,115,29,3,2,4
min,68,115,29,3,2,4
rnd,68,115,29,3,2,4
max,68,115,27,2,2,3
min,68,115,27,2,2,4
rnd,68,115,27,2,2,3
max,68,115,22,5,2,6
min,68,115,22,5,2,15
rnd,68,115,22,5,2,14
max,68,115,35,8,3,17
min,68,115,35,8,3,61
rnd,68,115,35,8,3,34
max,68,115,30,9,3,10
min,68,115,30,9,3,12
rnd,68,115,30,9,3,10
max,68,115,36,13,3,16
min,68,115,36,13,3,74
rnd,68,115,36,13,3,53
max,68,115,35,6,2,13
min,68,115,35,6,2,22
rnd,68,115,35,6,2,13
max,68,115,16,4,2,8
min,68,115,16,4,2,6
rnd,68,115,16,4,2,9
max,68,115,15,2,2,3
min,68,115,15,2,2,4
rnd,68,115,15,2,2,3
max,68,115,34,4,2,7
min,68,115,34,4,2,12
rnd,68,115,34,4,2,7
max,68,115,40,9,3,10
min,68,115,40,9,3,24
rnd,68,115,40,9,3,14
max,68,115,33,9,3,13
min,68,115,33,9,3,27
rnd,68,115,33,9,3,17
max,68,115,34,38,5,289
max,68,115,24,3,2,4
min,68,115,24,3,2,4
rnd,68,115,24,3,2,4
max,68,115,27,7,3,15
min,68,115,27,7,3,55
rnd,68,115,27,7,3,41
max,68,115,24,6,2,7
min,68,115,24,6,2,8
rnd,68,115,24,6,2,8
max,68,115,19,3,2,7
min,68,115,19,3,2,5
rnd,68,115,19,3,2,7
max,68,115,31,23,4,516
rnd,68,115,31,23,4,1218
max,68,115,31,2,2,3
min,68,115,31,2,2,4
rnd,68,115,31,2,2,3
max,68,115,35,22,5,125
rnd,68,115,35,22,5,457
max,68,115,25,6,2,12
min,68,115,25,6,2,11
rnd,68,115,25,6,2,12
max,68,115,32,3,2,4
min,68,115,32,3,2,7
rnd,68,115,32,3,2,4
max,68,115,21,2,2,3
min,68,115,21,2,2,3
rnd,68,115,21,2,2,3
max,68,115,19,2,2,3
min,68,115,19,2,2,4
rnd,68,115,19,2,2,3
max,68,115,35,13,2,17
min,68,115,35,13,2,110
rnd,68,115,35,13,2,28
max,68,115,30,5,2,6
min,68,115,30,5,2,14
rnd,68,115,30,5,2,7
max,68,115,37,15,4,29
min,68,115,37,15,4,129
rnd,68,115,37,15,4,75
max,68,115,38,18,4,29
min,68,115,38,18,4,113
rnd,68,115,38,18,4,141
max,68,115,37,12,2,25
min,68,115,37,12,2,78
rnd,68,115,37,12,2,63
max,68,115,35,13,3,19
min,68,115,35,13,3,375
rnd,68,115,35,13,3,64
max,68,115,26,4,2,10
min,68,115,26,4,2,16
rnd,68,115,26,4,2,10
max,68,115,38,22,4,63
min,68,115,38,22,4,207
rnd,68,115,38,22,4,555
max,68,115,36,13,3,55
min,68,115,36,13,3,369
rnd,68,115,36,13,3,118
max,68,115,34,12,2,28
min,68,115,34,12,2,172
rnd,68,115,34,12,2,62
max,68,115,34,12,3,29
min,68,115,34,12,3,77
rnd,68,115,34,12,3,142
max,68,115,35,8,3,23
min,68,115,35,8,3,44
rnd,68,115,35,8,3,30
max,68,115,40,5,2,7
min,68,115,40,5,2,11
rnd,68,115,40,5,2,9
max,68,115,25,6,2,7
min,68,115,25,6,2,9
rnd,68,115,25,6,2,8
max,68,115,35,20,3,77
min,68,115,35,20,3,221
rnd,68,115,35,20,3,122
max,68,115,31,13,3,23
min,68,115,31,13,3,26
rnd,68,115,31,13,3,28
max,68,115,24,10,2,21
min,68,115,24,10,2,81
rnd,68,115,24,10,2,43
max,68,115,38,34,3,48
min,68,115,38,34,3,1157
rnd,68,115,38,34,3,421
max,68,115,22,3,2,4
min,68,115,22,3,2,7
rnd,68,115,22,3,2,4
max,68,115,39,22,5,46
min,68,115,39,22,5,279
rnd,68,115,39,22,5,111
max,68,115,25,5,2,6
min,68,115,25,5,2,6
